,full_text,favorite_count,retweet_count,created_at,user.followers_count,engagement,performance,twtlength
294,"“Former FBI Employee Accused of Altering FISA Documents.” Hello, here we go! @foxandfriends",115824,32547,2019,67625688,148371,0.22,91
295,https://t.co/h92LyjD0Eh,30196,9229,2019,67625688,39425,0.06,23
296,"Thank you @EliseStefanik and @SteveScalise, GREAT JOB! https://t.co/K8qQbCAXbj",42407,12297,2019,67625688,54704,0.08,78
297,https://t.co/HvYx12NUkS,50803,16593,2019,67625688,67396,0.1,23
298,MARK LEVIN ON IMPEACHMENT HYSTERIA! https://t.co/sFT4qGqajO,39990,13880,2019,67625688,53870,0.08,59
299,"""SCHIFF'S CHARADE"" @SeanHannity https://t.co/Go2HsiEyTT",35110,11030,2019,67625688,46140,0.07,55
300,"SCHIFF'S ""FACT"" WITNESSES! https://t.co/Pab2y1BVoN",116817,43981,2019,67625688,160798,0.24,50
301,Iran has become so unstable that the regime has shut down their entire Internet System so that the Great Iranian people cannot talk about the tremendous violence taking place within the country....,85072,24851,2019,67625688,109923,0.16,197
302,"Ken Starr, Former Independent Counsel: “Does this reach the level of treason, bribery or other high crimes and misdemeanors? My assessment of the evidence so far, NO WHERE CLOSE. The evidence is conflicting &amp; ambiguous. Ambassador Sondland’s testimony stated that....",64729,17463,2019,67625688,82192,0.12,271
303,"I have been watching people making phone calls my entire life. My hearing is, and has been, great. Never have I been watching a person making a call, which was not on speakerphone, and been able to hear or understand a conversation. I’ve even tried, but to no avail. Try it live!",115350,24581,2019,67625688,139931,0.21,279
304,Read the two Transcripts of Ukrainian calls!,66980,14761,2019,67625688,81741,0.12,44
305,The Navy will NOT be taking away Warfighter and Navy Seal Eddie Gallagher’s Trident Pin. This case was handled very badly from the beginning. Get back to business!,89645,23570,2019,67625688,113215,0.17,163
306,“The new House Resolution gives Adam Schiff (the most dishonest man in politics) the power unilaterally to release edited transcripts. Rule 10 gives Chairman Schiff absolutely no jurisdiction. Subpoenas issued as part of Dems’ Impeachment inquiry are illegal.” Sam Dewey @FoxNews,46283,13539,2019,67625688,59822,0.09,279
307,"Corrupt politician Adam Schiff’s lies are growing by the day. Keep fighting tough, Republicans, you are dealing with human scum who have taken Due Process and all of the Republican Party’s rights away from us during the most unfair hearings in American History......",71327,19408,2019,67625688,90735,0.13,266
308,"I never in my wildest dreams thought my name would in any way be associated with the ugly word, Impeachment! The calls (Transcripts) were PERFECT, there was NOTHING said that was wrong. No pressure on Ukraine. Great corruption &amp; dishonesty by Schiff on the other side!",88895,20362,2019,67625688,109257,0.16,272
309,“Freed Taliban hostages arrive in Germany.” @foxandfriends  @FoxNews @OANN  We got them back!,42839,11732,2019,67625688,54571,0.08,93
310,"Bob Mueller, after spending two years and 45 million dollars, went over all of my financials, &amp; my taxes, and found nothing. Now the Witch Hunt continues with local New York Democrat prosecutors going over every financial deal I have ever done. This has never happened to a.....",67950,17746,2019,67625688,85696,0.13,282
311,"The Republican Party, and me, had a GREAT day yesterday with respect to the phony Impeachment Hoax, &amp; yet, when I got home to the White House &amp; checked out the news coverage on much of television, you would have no idea they were reporting on the same event. FAKE &amp; CORRUPT NEWS!",117880,27688,2019,67625688,145568,0.22,291
312,"During my visit yesterday to Austin, Texas, for the startup of the new Mac Pro, &amp; the discussion of a new one $billion campus, also in Texas, I asked Tim Cook to see if he could get Apple involved in building 5G in the U.S. They have it all - Money, Technology, Vision &amp; Cook!l",55006,12823,2019,67625688,67829,0.1,285
313,"Why do @ShannonBream &amp; @FoxNews waste airtime on Democrat Rep. Eric Swalwell, who recently left the Presidential Primaries having attained a grand number of ZERO in the polls. I don’t even know how that is possible. Fox should stay with the people that got them there, not losers!",49557,12395,2019,67625688,61952,0.09,284
314,https://t.co/osezECwPO1,73783,27746,2019,67625688,101529,0.15,23
315,Poll: Trump leads top 2020 Democrats in Wisconsin https://t.co/P7z7Si8I0h.,57769,15203,2019,67625688,72972,0.11,74
316,"“All four of Gordon Sondland’s lawyers are Democrat Donors.” @TuckerCarlson  Despite this, big win today for Republicans!",66524,17507,2019,67625688,84031,0.12,121
317,"Watch @TuckerCarlson, @seanhannity, @IngrahamAngle. Big News! @FoxNews",41428,10406,2019,67625688,51834,0.08,70
318,https://t.co/ytr7dRvbUc https://t.co/G6lGfyxSUs,69472,18426,2019,67625688,87898,0.13,47
319,"If this were a prizefight, they’d stop it!",124647,24820,2019,67625688,149467,0.22,42
320,Today I opened a major Apple Manufacturing plant in Texas that will bring high paying jobs back to America. Today Nancy Pelosi closed Congress because she doesn’t care about American Workers!,134699,33252,2019,67625688,167951,0.25,191
321,I WANT NOTHING! https://t.co/KKUfwSIRAi,63634,17151,2019,67625688,80785,0.12,39
322,"Impeachment Witch Hunt is now OVER! Ambassador Sondland asks U.S. President (me): “What do you want from Ukraine? I keep hearing all these different ideas &amp; theories. What do you want? It was a very abrupt conversation. He was not in a good mood. He (the President) just said,”...",97535,24952,2019,67625688,122487,0.18,284
323,We join families of Kevin King &amp; Tim Weeks in celebrating their release from Taliban captivity. Thanks to President Ghani for his courageous support. Let’s hope this leads to more good things on the peace front like a ceasefire that will help end this long war. Proud of my team!,53116,14226,2019,67625688,67342,0.1,283
324,https://t.co/HbgEgZsPZ9,51159,15389,2019,67625688,66548,0.1,23
325,"Nancy Pelosi will go down as the least productive Speaker of the House in history. She is dominated by AOC Plus 3 and the Radical Left. Mexico and Canada, after waiting for 6 months to be approved, are ready to flee - and who can blame them? Too bad!",110722,28370,2019,67625688,139092,0.21,250
326,“White House Confidence Grows As Hearings Wear On.” @WashTimes  This is just an attempted takedown of the Republican Party by the Do Nothing Democrats. It will never work. #2020,62298,16417,2019,67625688,78715,0.12,177
327,The three year Hoax continues! https://t.co/Yht2KQb5aW,47486,13454,2019,67625688,60940,0.09,54
328,True. Great job @RepMikeTurner! https://t.co/T0AdyNLuVb,36516,11259,2019,67625688,47775,0.07,55
329,Read the transcripts! https://t.co/gQxYzjWehV,44269,12294,2019,67625688,56563,0.08,45
330,Thank you Tennessee! https://t.co/MYP1FaJhUx,61713,16411,2019,67625688,78124,0.12,44
331,"Congressman Van Drew (D-NJ): We’ve spent millions of Dollars, in my opinion, tons of money, tons of time, tons of hurt, fracturing the Nation apart. I haven’t seen this to be a good thing.”",81721,20096,2019,67625688,101817,0.15,189
332,"A great day for Republicans, a great day for our Country!",159696,28823,2019,67625688,188519,0.28,57
333,"I agree, but in the end we will win and save our Country from certain destruction! https://t.co/CPjdxq5hXT",82720,22195,2019,67625688,104915,0.16,106
334,https://t.co/z0I7wBsgTP,69632,21083,2019,67625688,90715,0.13,23
335,https://t.co/HvYx12NUkS,72078,26260,2019,67625688,98338,0.15,23
336,NASDAQ UP 27% THIS YEAR ALONE!,105130,20109,2019,67625688,125239,0.19,30
337,"Nancy Pelosi just stated that “it is dangerous to let the voters decide Trump’s fate.” @FoxNews  In other words, she thinks I’m going to win and doesn’t want to take a chance on letting the voters decide. Like Al Green, she wants to change our voting system. Wow, she’s CRAZY!",145548,42796,2019,67625688,188344,0.28,276
338,The Do Nothing Democrats have disgraced our great Country! https://t.co/lcSs55Wo18,65420,18939,2019,67625688,84359,0.12,82
339,"At my meeting with Jay Powell this morning, I protested fact that our Fed Rate is set too high relative to the interest rates of other competitor countries. In fact, our rates should be lower than all others (we are the U.S.). Too strong a Dollar hurting manufacturers &amp; growth!",76925,18310,2019,67625688,95235,0.14,282
340,Mark Levin speaking one week after I took office. This was always a planned COUP and the Radical Left Democrats will suffer at the polls in 2020! https://t.co/XHd5grQUaM,78774,25162,2019,67625688,103936,0.15,169
341,GREAT NEWS! #MAGA #KAG https://t.co/GXDE2IlGGu,60761,15985,2019,67625688,76746,0.11,46
342,THANK YOU! #MAGA #KAG https://t.co/igO1r1cTHS,63129,15081,2019,67625688,78210,0.12,45
343,https://t.co/BKo27n6tmz,41771,12867,2019,67625688,54638,0.08,23
344,“Congressman Van Drew (D-NJ) SLAMS Democrats for ‘fracturing the Nation’ with Impeachment probe. ‘We already know how it’s going to end.” @FoxNews,71188,18885,2019,67625688,90073,0.13,146
345,"Just finished a very good &amp; cordial meeting at the White House with Jay Powell of the Federal Reserve. Everything was discussed including interest rates, negative interest, low inflation, easing, Dollar strength &amp; its effect on manufacturing, trade with China, E.U. &amp; others, etc.",75490,17339,2019,67625688,92829,0.14,292
346,"Our Crazy, Do Nothing (where’s USMCA, infrastructure, lower drug pricing &amp; much more?) Speaker of the House, Nervous Nancy Pelosi, who is petrified by her Radical Left knowing she will soon be gone (they &amp; Fake News Media are her BOSS), suggested on Sunday’s DEFACE THE NATION....",74131,20297,2019,67625688,94428,0.14,288
