,full_text,favorite_count,retweet_count,created_at,user.followers_count,engagement,performance
280,"⏰80”
Goooooooooooooooooooool
Goooooooooooooooooooool

Jorge Bengúche mete el segundoooo

Olimpia 2 🇳🇱 - 0 Saprissa 

#ConcacafLeague
#StateOfGoal
#SomosOlimpia https://t.co/iSNXz0TaVA",470,98,2019,196452,568,0.29
281,"⏱64” Cambio en el Olimpia:

❎Sale: 27 J. Bengston
✔ Entra: 20  D. Flores

#HastaElÚltimoMinuto
#ElMasGrandeDeCA https://t.co/0mMnFcsWZi",29,2,2019,196452,31,0.02
282,🕛 61' 🛑 Tarjeta roja para paton Mejía y para el auxiliar de Troglio.,29,4,2019,196452,33,0.02
283,"Falta para el Saprissa cerca del área.

Olimpia 1 🇳🇱 - Saprissa 0",28,4,2019,196452,32,0.02
284,"Cambio en Olimpia:

Sale:Matías Garrido
Entra:Junior Lacayo

#ConcacafLeague
#StateOfGoal
#SomosOlimpia",40,5,2019,196452,45,0.02
285,"Inicia el segundo tiempo en el Metropolitano 🕛

Olimpia 1 🇳🇱 - Saprissa 0 🇱🇻

Jorge Bengúche (24)

#ConcacafLeague
#StateOfGoal
#SomosOlimpia",54,6,2019,196452,60,0.03
286,"Medio tiempo en el Metropolitano 🕛

Olimpia 1 🇳🇱 - Saprissa 0 🇱🇻

Jorge Bengúche (24)

#ConcacafLeague
#StateOfGoal
#SomosOlimpia https://t.co/84LLHWhbg4",103,11,2019,196452,114,0.06
287,"35' minutos en el Metropolitano 🕛

Olimpia 1 🇳🇱 - Saprissa 0 🇱🇻

Jorge Bengúche (24)

#ConcacafLeague
#StateOfGoal
#SomosOlimpia",60,6,2019,196452,66,0.03
288,"Goooooooooooooooooooool
Goooooooooooooooooooool

Jorge Bengúche a los 24' minutos

Olimpia 1 🇳🇱 - Saprissa 0

#ConcacafLeague
#StateOfGoal
#SomosOlimpia https://t.co/VXsXA9j06Y",469,91,2019,196452,560,0.29
289,"13' minutos en el Metropolitano 🕛

Olimpia 0 🇳🇱 - Saprissa 0 🇱🇻

#ConcacafLeague
#StateOfGoal
#SomosOlimpia",32,0,2019,196452,32,0.02
290,"¡Se mueve el balón en el Metropolitano de Sula! ⚽🏟️

Olimpia 🇳🇱 - Saprissa 🇱🇻

#ConcacafLeague
#StateOfGoal
#SomosOlimpia https://t.co/8RR9fwBkfC",97,7,2019,196452,104,0.05
291,"Calentamiento previo al clásico Centroamericano. 🏋️‍♂️💪

¡Dale León! 🦁 https://t.co/x63u8i3TEY",114,8,2019,196452,122,0.06
292,"¡El banderazo tricolor! 🔴⚪🔵

¡Juntos, siempre juntos! 🙌🤝

#SomosOlimpia
#SomosFamilia https://t.co/y37Z7R1ZjV",239,40,2019,196452,279,0.14
293,"Así sale el León esta tarde en el Metropolitano Vrs @SaprissaOficial

@Concacaf
#ConcacafLeague
#StateOfGoal
#SomosOlimpia 
🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱 https://t.co/ayACdXkCOE",134,36,2019,196452,170,0.09
294,¡Hoy juega Olimpia! 🇳🇱 https://t.co/LXCcfJEzx3,392,96,2019,196452,488,0.25
295,"El Tetracampeon realizó entrenamiento previo a semifinales de #LigaConcacaf contra @SaprissaOficial

#SomosOlimpia
#HastaElÚltimoMinuto https://t.co/VjwNXqLmgF",200,28,2019,196452,228,0.12
296,"Mañana jugamos a puerta cerrada ¡Pero nunca solos!🇳🇱

¡Ponete la blanca mañana! ⚪⚪

Envíanos fotos desde tu trabajo, pone la bandera en tu carro, desde cualquier rincón del mundo donde se encuentre un Olimpista. 🌍

#SomosOlimpia

LA AFICIÓN MÁS GRANDE DE CENTROAMÉRICA 🔴⚪🔵 https://t.co/9VKmLuwBty",321,60,2019,196452,381,0.19
297,"¡El León ya está en camino a San Pedro Sula! 🚌

#HastaElÚltimoMinuto
#SomosOlimpia https://t.co/9mKFu7wYun",287,39,2019,196452,326,0.17
298,Listos para viajar mañana a San Pedro Sula 💪🏋️‍♂️ https://t.co/GeeoKe8Wdf,304,23,2019,196452,327,0.17
299,"¿La cantamos juntos? 🇳🇱

🎶Vamos mi león,queremos la copa... 🎶

#SomosOlimpia

EL MÁS GRANDE DE CENTROAMÉRICA
🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆 https://t.co/0DApmRuPGh",292,33,2019,196452,325,0.17
300,"El León sale de cacería 🦁🇳🇱🇱🇻

🏟 Estadio Metropolitano
🗓️ 24/10/19
⏲ 6:00 pm 
📺 Espn 2 Fox Sports 2
🏆Liga Concacaf 

#SomosOlimpia @Concacaf https://t.co/TDM8vqe6Sl",293,55,2019,196452,348,0.18
301,"Describe con emojis a Patón

Nosotros 🥇👷‍♂️🏋️‍♂️💪💎 https://t.co/jTlJdePeqy",267,11,2019,196452,278,0.14
302,Así la definió el goleador ⚽💪🇳🇱 https://t.co/WjYnwaHkTE,137,8,2019,196452,145,0.07
303,"Conferencia de prensa Pedro Troglio🎤:

""Olimpia tuvo un primer tiempo de alto vuelo y 30 minutos del segundo también...se ganó y lo importante es ganar"" 

#SomosOlimpia https://t.co/cwrue1Eoqm",102,10,2019,196452,112,0.06
304,"Conferencia de prensa Pedro Troglio🎤:

""Le ganamos a un rival durisimo,hemos merecido hacer algún gol mas"" 

#SomosOlimpia https://t.co/2iRklGufBR",170,15,2019,196452,185,0.09
305,"Las postales del triunfo de esta tarde ante Lobos Upn. 📷

⬆️⬆️⬆️⬆️⬆️⬆️⬆️⬆️

El más grande de Centroamérica
🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱 https://t.co/D31LPmoeT4",207,17,2019,196452,224,0.11
306,"Muchas gracias a toda la afición olimpista que nos acompañó esta tarde en el Nacional de Tegucigalpa.

#ElMasGrandeDeCA

🔴🔵⚪ #SomosOlimpia https://t.co/03oGFC9aBc",265,19,2019,196452,284,0.14
307,"Finaliza el partido en el Nacional. Tres puntos importantes ante UPN 💪🏼

#SomosOlimpia
🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱

¡El más grande de Centroamérica!
🔴⚪🔵🔴⚪🔵🔴⚪🔵🔴 https://t.co/FPlGCQnocV",233,54,2019,196452,287,0.15
308,"Tercer cambio en Olimpia a los 77' minutos:

Sale:Jorge Benguche 
Entra:Cristhian Maidana

#SomosOlimpia
🔴⚪🔵🔴⚪🔵🔴⚪🔵",30,0,2019,196452,30,0.02
309,"Segundo cambio en Olimpia a los 73' minutos:

Sale:Matías Garrido
Entra:Maylor Núñez 

#SomosOlimpia
🔴⚪🔵🔴⚪🔵🔴⚪🔵",17,0,2019,196452,17,0.01
310,"Cambio en Olimpia a los 64' minutos:

Sale:Edwin Rodriguez
Entra:Junior Lacayo

#SomosOlimpia
🔴⚪🔵🔴⚪🔵🔴⚪🔵",21,0,2019,196452,21,0.01
311,"60' minutos en el Nacional 🕛

Olimpia 1 - Lobos Upn 0

#SomosOlimpia
🔴⚪🔵🔴⚪🔵🔴⚪🔵",23,0,2019,196452,23,0.01
312,"Inicia el segundo tiempo en el Nacional 🕛

Olimpia 1 - Lobos Upn 0

#SomosOlimpia
🔴⚪🔵🔴⚪🔵🔴⚪🔵",39,1,2019,196452,40,0.02
313,"¡Cerramos el primer tiempo arriba con un gol de Jerry!

🦁Olimpia 1 - 0 UPN🐺

#SomosOlimpia
#ElMasGrandeDeCA
🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱 https://t.co/gsZFtd4wuM",57,2,2019,196452,59,0.03
314,"⏰46” ¡Goooooooool del Olimpia🦁!

Jerry Bengston anota el primero para el león.
Olimpia 1 - 0 UPN

🦁🦁👏👏🇱🇺🇱🇺🤩
#ElMasGrandeDeCA #HastaElÚltimoMinuto https://t.co/qa1kRcKwKG",208,28,2019,196452,236,0.12
315,"¡Arranca el partido contra el UPN!

#SomosOlimpia
🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱

¡El más grande de Centroamérica!
🔴⚪🔵🔴⚪🔵🔴⚪🔵🔴⚪🔵 https://t.co/6zcuroE0RO",54,1,2019,196452,55,0.03
316,"Así sale el León contra los Lobos✏️

#SomosOlimpia
🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱

El más grande de Centroamérica
🔴⚪🔵🔴⚪🔵🔴⚪🔵🔴⚪🔵 https://t.co/eqeTWQSIF0",60,9,2019,196452,69,0.04
317,"Así sale el León contra los Lobos✏️

#SomosOlimpia
🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱

El más grande de Centroamérica
🔴⚪🔵🔴⚪🔵🔴⚪🔵🔴⚪🔵 https://t.co/J3vAUR7vzY",106,7,2019,196452,113,0.06
318,¡Hoy juega Olimpia! 🇳🇱 https://t.co/0jraEkByWP,225,29,2019,196452,254,0.13
319,"¡Listos para mañana! 🙏🙏

Nos vemos en el Nacional 🏟️🏟️

#SomosOlimpia
#SomosFamilia https://t.co/6GdcGeAKGu",203,24,2019,196452,227,0.12
320,"¡Feliz Cumpleaños a nuestro PF.!
🎉🎉🎉💪💪🎉🎉💪💪

Felicidades al Profesor Pablo Martín de parte de toda la familia olimpista en el mundo. 🎂🍰🎂🍰

¡Olimpia es su casa! 🔴⚪🔵

#CumpleañosAlbo https://t.co/twY73GGqNl",261,19,2019,196452,280,0.14
321,"A pintar de blanco el Nacional🦁

💵 Sol 70 Lps Sombra 150 Silla 250
🏟 Estadio Nacional
🗓️ 20/10/19
⏲ 4:00 pm 
📺 Canal 5
🏆Liga SalvaVida

Boletos en todos los puntos Tengo.

Niños menores de 12 años entran gratis a sector de Sol. 

Aplica descuento para la tercera edad. https://t.co/k7NIrPRjTm",240,42,2019,196452,282,0.14
322,"Las postales del triunfo anoche ante Honduras Progreso. 📷

#SomosOlimpia https://t.co/xqbBJ57DU6",280,30,2019,196452,310,0.16
323,"¡Muchas Gracias! A todo el Olimpismo que nos acompañó la noche del día de ayer en nuestro regreso a casa. #ElMasGrandeDeCA
🔴🔵⚪ #SomosOlimpia https://t.co/P34DBIqes6",227,31,2019,196452,258,0.13
324,"¡Terminamos con un triunfazo con el regreso a casa!

Gracias a la afición que asistió.

Olimpia 4 - 0 Honduras Progreso

#HastaElÚltimoMinuto #ElMasGrandeDeCA https://t.co/rTLIi5amfB",333,77,2019,196452,410,0.21
325,"⏰82” ¡Goooooooool del Olimpiaaaaa🦁!

¡Jerry Bengston de penal mete el cuarto para el Olimpia! 

Olimpia 4 - H. Progreso

🦁🦁👏👏🇱🇺🇱🇺🤩
#ElMasGrandeDeCA #HastaElÚltimoMinuto https://t.co/CWGS0YM0hv",136,13,2019,196452,149,0.08
326,¡Penal para el león!,42,5,2019,196452,47,0.02
327,"⏱79” Cambio en el Olimpia:

❎Sale: 9 J. Bengúche
✔ Entra: 30 E. Hernández

#HastaElÚltimoMinuto
#ElMasGrandeDeCA https://t.co/XxtCq8Kg3H",22,0,2019,196452,22,0.01
328,"⏱68” Cambio en el Olimpia:

❎Sale: 10 M. Garrido
✔ Entra: 12  C. Maidana

#HastaElÚltimoMinuto
#ElMasGrandeDeCA https://t.co/jojh7nOO3V",24,1,2019,196452,25,0.01
329,"⏱57” Cambio en el Olimpia:

❎Sale: 15 E. Rodríguez
✔ Entra: 14  J. Lacayo 

#HastaElÚltimoMinuto
#ElMasGrandeDeCA https://t.co/k06GADL20n",34,1,2019,196452,35,0.02
330,⏱️45' Inicia el segundo tiempo en el Nacional de Tegucigalpa.,26,1,2019,196452,27,0.01
331,"Final del primer tiempo en casa. 

🦁Olimpia 3 - Honduras Progreso 

#SomosOlimpia
#ElMasGrandeDeCA
🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱 https://t.co/zE31mu7HH6",76,11,2019,196452,87,0.04
332,"⏰40” ¡Goooooooool del Olimpia🦁!

¡Ever Alvarado el capítaaan mete de cabeza el tercero para el Olimpia! 

Olimpia 3 - H. Progreso

🦁🦁👏👏🇱🇺🇱🇺🤩
#ElMasGrandeDeCA #HastaElÚltimoMinuto https://t.co/MA2pKszUxr",210,24,2019,196452,234,0.12
333,"⏰32” ¡Goooooooool del Olimpia🦁!

¡Matías Garridooo mete de cabeza el segundo para el Olimpia! 

Olimpia 2 - H. Progreso

🦁🦁👏👏🇱🇺🇱🇺🤩
#ElMasGrandeDeCA #HastaElÚltimoMinuto https://t.co/VMrId9Giiz",142,20,2019,196452,162,0.08
334,"⏰24” ¡Goooooooool del Olimpia🦁!

¡Edwin Rodriguez mete el primero para el Olimpia! 

Olimpia 1 - H. Progreso

🦁🦁👏👏🇱🇺🇱🇺🤩
#ElMasGrandeDeCA #HastaElÚltimoMinuto https://t.co/Y99aOTKSob",184,23,2019,196452,207,0.11
335,"¡Arrancamos contra el progreso, por fin en casa!

#SomosOlimpia
🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱

¡El más grande de Centroamérica!
🔴⚪🔵🔴⚪🔵🔴⚪🔵🔴⚪🔵 https://t.co/dVpFUBXQxK",57,12,2019,196452,69,0.04
336,"Así sale el león esta noche 💪🏼

#SomosOlimpia 🔴⚪️🔵 https://t.co/CqtoVfloao",109,23,2019,196452,132,0.07
337,"Queremos que todos los
aficionados puedan disfrutar de una verdadera fiesta deportiva.

#SomosOlimpia 🔴⚪️🔵 https://t.co/uyonHVMqlr",89,14,2019,196452,103,0.05
338,"A toda nuestra afición: de nuevo jugamos como locales en nuestro estadio. Esperamos contar con tu respaldo en todo sentido.

#SomosOlimpia 🔴⚪️🔵 https://t.co/JBMh2ScI9e",76,12,2019,196452,88,0.04
339,👊💪🙏🦁🔴⚪🔵 https://t.co/10LDNM6Ub7,217,30,2019,196452,247,0.13
340,"El Nacional respira 🏟️🏟️🏟️🏟️

🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱 https://t.co/Jj7RaiSGMb",377,50,2019,196452,427,0.22
341,"¡Esto somos! 👨‍👩‍👦‍👦🙌

Familias unidas por una misma pasión. 🇳🇱

Los ganadores de los pases dobles para el juego de hoy.

Reclamar boletos con Id en portón de ingreso a camerinos.

#SomosOlimpia
#SomosFamilia
#ElNacionalRespira https://t.co/o3Go0Cojdj",79,7,2019,196452,86,0.04
342,"¡Felicidades para uno de nuestros valuartes del mejor equipo de utileria! 🎉🎉🎉

Feliz Cumpleaños a Rony Avila
🎂🎂🎂🎂🎂🎂🎂🎂🎂

¡Olimpia es tu casa! 🦁🇳🇱

#CumpleañosAlbo https://t.co/7ujguAjj4X",127,7,2019,196452,134,0.07
343,¡Hoy juega Olimpia! 🇳🇱 https://t.co/exV5MYgUVI,283,42,2019,196452,325,0.17
344,"¡Tenemos pases dobles de cortesía para ver al León mañana en nuestra casa! 🏠

Subí una foto con tu familia en el estadio junto al Hashtag #SomosFamilia y participa en 10 pases dobles. 📷

#SomosOlimpia
#SomosFamilia
#ElNacionalRespira https://t.co/lI6EBaLDZJ",254,29,2019,196452,283,0.14
345,"¡El Nacional respira! 🏟️🏟️

Mañana nos volvemos a encontrar en nuestra casa.✔️

Acercate a los puntos Tengo a adquirir tu boleto para cualquier localidad.

💵 Sol 70 Lps Sombra 150 Silla 250

#SomosOlimpia 🔴⚪️🔵 https://t.co/TLH1AGNsuW",269,36,2019,196452,305,0.16
346,"Olimpia femenino sigue de líder y en ruta al campeonato regional.🏆

Con un poker de nuestra goleadora
Yendi Martínez vencimos 4-1 a Pumas. ⚽⚽⚽⚽

#OlimpiaDeCorazón
🔴⚪🔵🔴⚪🔵🔴⚪🔵 https://t.co/dPGDHAeqZI",111,7,2019,196452,118,0.06
347,"¡Con todo Deiby! 👊💪

#SomosOlimpia
🇱🇺🇱🇺🇱🇺🇱🇺 https://t.co/EURRip3fCw",193,10,2019,196452,203,0.1
348,"Felicidades a toda la familia del @cdsvida al arribar a sus 79 años de fundación. 
🎉🎉🎉🎉🎉🎉🎉🎉🎉

¡Esa Vida juega paps! 🇦🇹🇦🇹🌴🌴 https://t.co/SGwTLSH5Ux",373,48,2019,196452,421,0.21
349,"Olimpia vuelve a casa🦁

💵 Sol 70 Lps Sombra 150 Silla 250
🏟 Estadio Nacional
🗓️ 16/10/19
⏲ 7:00 pm 
📺 Deportes Televicentro 
🏆Liga SalvaVida

Boletos en todos los puntos Tengo.

Niños menores de 12 años entran gratis a sector de Sol. 

Aplica descuento para la tercera edad. https://t.co/lv5tNXyofK",258,49,2019,196452,307,0.16
350,"El Tetracampeón vuelve a casa.
🏆🏆🏆🏆

¡Juntos, siempre juntos!
🔴⚪🔵🔴⚪🔵🔴⚪🔵

Miércoles, estadio Nacional
7:00 pm

#HastaElÚltimoMinuto
#SomosFamilia
#SomosOlimpia

🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱 https://t.co/gNROmK8OjK",465,104,2019,196452,569,0.29
351,#SomosOlimpia 💪👊 https://t.co/U2tYnGAs5o,221,24,2019,196452,245,0.12
352,Galería de Imágenes del Meet &amp; Greet en @diunsa Los PRÓCERES-Tegucigalpa con los jugadores de Club Olimpia Deportivo https://t.co/GYcIHVrKNf,157,18,2019,196452,175,0.09
353,"¡Olimpista! 🦁🦁🦁🦁

Nos vemos a las 2:00 pm en @diunsahn Próceres.

#SomosOlimpia
#SomosUmbro https://t.co/8YIyPZyqcI",131,20,2019,196452,151,0.08
354,"Trabajo y mas trabajo de la mano del Profe Troglio y el Cuerpo Técnico. 💪💪💪💪

Nos vemos el miércoles en el Nacional. 🏟️🏟️

🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱

#ElMásGrandeDeCa https://t.co/myOZCfylr1",367,44,2019,196452,411,0.21
355,"Viernes de trabajo a doble horario 🏋️‍♀️🏋️‍♀️⚽⚽

¡Juntos, siempre juntos!
🔴⚪🔵🔴⚪🔵🔴⚪🔵

#SomosOlimpia https://t.co/D8Ly7bUkVz",200,19,2019,196452,219,0.11
356,"En el campamento del León sólo se respira alegría 🕺

#SomosFamilia
#SomosOlimpia https://t.co/1nSagkFzBf",342,43,2019,196452,385,0.2
357,"El León sigue y no para 💪🦁

#SomosOlimpia 1️⃣0️⃣7️⃣ https://t.co/eWFcIPlC9v",244,30,2019,196452,274,0.14
358,"Olimpia femenino sigue su marcha al título nacional.🇳🇱🦁

#OlimpiaDeCorazón https://t.co/GBaOOJbDrL",96,9,2019,196452,105,0.05
359,"¡Felicidades Harold! 🎉🎉🎉🎉

Feliz Cumpleaños 🎂🎂🎂 @haroldfonseca_1

¡Porteroo! ¡Porteroo! 🧤🧤

Olimpia es tu casa 🦁

#CumpleañosAlbo https://t.co/UhCalVlIo0",377,24,2019,196452,401,0.2
360,La galería de fotos del triunfo en el Superclásico 📷 https://t.co/EcRT6q5ZKn,119,7,2019,196452,126,0.06
361,Martes de darlo todo 💪🇳🇱 https://t.co/apIESb903x,175,11,2019,196452,186,0.09
362,"El León regresa a casa 🏟️

💵 Sol 70 Lps Sombra 150 Silla 250
🏟 Estadio Nacional
🗓️ 16/10/19
⏲ 7:00 pm 
📺 Tigo Sport 
🏆Liga SalvaVida

Boletos en todos los puntos Tengo.

Niños menores de 12 años no pagan entrada en el sector de Sol. 

Aplica descuento para la tercera edad. https://t.co/dd0sf1Hm2v",248,42,2019,196452,290,0.15
363,"Describe con un emoji a nuestro Pedro.

Nosotros:😍🏆🥇👏🤝🦁🇳🇱

#ElMásGrandeDeCa https://t.co/4hwx1V6c3Y",328,23,2019,196452,351,0.18
364,"Gooooooooooooooooool 

¡Volvelo a cantar! 🔉🔉

 ""Pie de Angel"" 👼

#SomosOlimpia
🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱 https://t.co/HjGTlxUpTl",456,82,2019,196452,538,0.27
365,"Feliz inicio de semana para todo el Olimpismo alrededor del mundo.
☀️☀️

Hacia arriba siempre. ⬆️⬆️

¡Juntos, siempre juntos! 🇳🇱🇳🇱

#SomosOlimpia https://t.co/MlhOYCbNyo",427,50,2019,196457,477,0.24
366,"⏱️95' Finaliza el clásico en Comayagua. 

🦅Motagua  1 - 2 Olimpia 🦁

Goles de:
Matías Garrido
Jorge Bengúche

#SomosOlimpia
#ElMasGrandeDeCA
🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱 https://t.co/MTIiSXjXhr",575,130,2019,196457,705,0.36
367,"⏱93” Cambio en el Olimpia:

✔ Entra: 20 D. Flores
❎ Sale: 10 M. Garrido

#HastaElÚltimoMinuto https://t.co/UeilrKtoIl",36,1,2019,196457,37,0.02
368,"⏱76” Cambio en el Olimpia:

✔ Entra: 30 E. Hernandez
❎ Sale: 9  J. Bengúche

#HastaElÚltimoMinuto https://t.co/p3kJxTNQFD",29,0,2019,196457,29,0.01
369,"⏱64” Cambio en el Olimpia:

✔ Entra: 8 A. Reyes
❎ Sale: 15 E. Rodríguez

#HastaElÚltimoMinuto https://t.co/xNYRleY9bN",27,4,2019,196457,31,0.02
370,"⏰51” ¡Gooooooooolaaaazoooo del Olimpia🦁!

¡Jorge Renan Bengúchee mete el segundoo para el león! 

Motagua 1 - 2 Olimpia 

🦁🦁👏👏🇱🇺🇱🇺🤩
#ElMasGrandeDeCA #HastaElÚltimoMinuto
JORGEEEE RENAN BENGUCHEEEE https://t.co/ho1ZFhrNah",199,37,2019,196457,236,0.12
371,"¡Arranca el segundo tiempo del clásico!

Motagua 1 - 1 Olimpia 

#HastaElÚltimoMinuto",34,0,2019,196457,34,0.02
372,"Final del primer tiempo en Comayagua. 

🦅Motagua  1 - 1 Olimpia 🦁

#SomosOlimpia
#ElMasGrandeDeCA
🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱 https://t.co/mT41klzy2Z",34,2,2019,196457,36,0.02
373,"⏰44”  Marcelo Estigarribia empata el partido para el Motagua.

Motagua 1 - 1 Olimpia 

#HastaElÚltimoMinuto",20,0,2019,196457,20,0.01
374,"⏰29” ¡Goooooooool del Olimpia🦁!

¡Matías Garrido mete el primero para el Olimpia! 

Motagua 0 - 1 Olimpia 

🦁🦁👏👏🇱🇺🇱🇺🤩
#ElMasGrandeDeCA #HastaElÚltimoMinuto https://t.co/VwRWuxaRRk",248,37,2019,196457,285,0.15
375,"🔈 Inicia el clásico en Comayagua:

Motagua - Olimpia

#SomosOlimpia
🔴⚪🔵🔴⚪🔵🔴⚪🔵 https://t.co/S07AktH9iF",51,5,2019,196457,56,0.03
376,"¡Estamos en el Carlos Miranda! 🏟️

🎶Te alentaremos de corazón 🎶

#SomosOlimpia
#ElMásGrandeDeCa https://t.co/tDlYkBavuZ",113,18,2019,196457,131,0.07
377,¡Hoy juega Olimpia 🇳🇱! https://t.co/yxToX1I5fO,305,57,2019,196457,362,0.18
378,"¡Felicidades Prono! 🎉🎉🎉

¡Feliz Cumpleaños a un referente histórico del Club!
🎂🎂🎂🎂🎂🎂🎂🎂

¡Olimpia es tu casa! 🔴⚪🔵

#CumpleañosAlbo https://t.co/J9o5HFjAjS",482,48,2019,196457,530,0.27
379,"¡Mañana hay Superclásico! 

🏟 Estadio Carlos Miranda
🏰 Comayagua 
🗓️ 06/10/19
⏲ 04:00 pm
📺 Deportes Televicentro 
🏆Liga SalvaVida

#SomosOlimpia #LigaSalvaVida
🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱

🔴⚪🔵🔴⚪🔵🔴⚪🔵 https://t.co/TbPB8v8hmO",165,32,2019,196457,197,0.1
380,"🎶Vamos mi león queremos la copa 🎶

#SomosOlimpia
🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱 https://t.co/e8TdyjMYSy",246,34,2019,196457,280,0.14
381,"Definidas las fechas para las semifinales de @Concacaf League.

¡Clásico centroamericano en Sps y San José! 🇭🇳🇨🇷🇳🇱🇱🇻

#SomosOlimpia 🔴⚪🔵
#ElMásGrandeDeCa
#SCL2019
#ConcacafLeague https://t.co/IWpn01EXpO",194,51,2019,196457,245,0.12
382,Comunicado Club Olimpia Deportivo https://t.co/C5H3iJWC7W,141,22,2019,196457,163,0.08
383,⏱️94' Finaliza el encuentro en Guatemala. Comunicaciones 0 - Olimpia 0. Clasificamos a las Semifinales De la Concacaf League. Saprissa será nuestro rival. #ElMasGrandeDeCA #SomosOlimpia https://t.co/ghEPwEgi77,207,44,2019,196457,251,0.13
384,⏱️92 cambio en Comunicaciones. García por Lombardi,17,0,2019,196457,17,0.01
385,"⏱86” Cambio en el Olimpia:
❎Sale: 9 J. Benguche
✔ Entra: 20 Deybi Flores

#HastaElÚltimoMinuto
#ElMasGrandeDeCA https://t.co/suNJeLYRtY",26,2,2019,196457,28,0.01
386,⏱️83' Tiro Libre para @CDOlimpia. J. Álvarez a cobrar,11,0,2019,196457,11,0.01
387,⏱️81' Matías Morales con un tiro directo al marco que el portero saca al tiro de esquina.,16,1,2019,196457,17,0.01
388,"⏱79” Cambio en el Olimpia:
❎Sale: 10 M. Garrido
✔ Entra: 31  M. Morales 

#HastaElÚltimoMinuto
#ElMasGrandeDeCA https://t.co/Zhsh7mlKEu",15,1,2019,196457,16,0.01
389,"⏱️76' Harold Fonseca de nuevo en gran atajada, saca un tiro directo al marco. #ElMasGrandeDeCa",43,8,2019,196457,51,0.03
390,⏱️71' Tiro libre para Olímpia. Falta contra E. Rodríguez.,13,0,2019,196457,13,0.01
391,⏱️69' Tiro libre para Olímpia. Falta contra J. Benguche,18,0,2019,196457,18,0.01
392,"⏱️66' Cambio en Comunicaciones
Entra : Betancourth
Sale : Hernandez",6,0,2019,196457,6,0.0
393,"⏱️58' Cambio en Comunicaciones
 Sale:Galindo
 Entra:Vargas",10,0,2019,196457,10,0.01
394,⏱️52' Benguche falla frente al portero una opción clara de Gol.,16,1,2019,196457,17,0.01
395,"⏱49” Cambio en el Olimpia:
❎Sale: 10  J. Lacayo
✔ Entra:  E. Rodriguez

#HastaElÚltimoMinuto
#ElMasGrandeDeCA https://t.co/zE5vsGUSNe",12,0,2019,196457,12,0.01
396,⏱️47' Junior Lacayo se lesiona y sale del campo.,12,1,2019,196457,13,0.01
397,⏱️45' Inicia el Segundo Tiempo en Guatemala,16,3,2019,196457,19,0.01
398,"⏱️46' Final del primer tiempo en Guatemala:

Comunicaciones 0 - Olimpia 0

#SomosOlimpia
#ElMasGrandeDeCA
🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱 https://t.co/B0rwqcKkCV",39,1,2019,196457,40,0.02
399,⏱️43' Tiro de Esquina para @CDOlimpia Garrido a lanzar.,15,0,2019,196457,15,0.01
400,"⏱️39"" Tarjeta Amarilla para el No 4. Umaña de Comunicaciones por falta clara contra J. Benguche.",15,1,2019,196457,16,0.01
401,⏱️36' Falta contra paton Mejía,7,0,2019,196457,7,0.0
402,"⏱️33"" Tarjeta Amarilla para Jorge Álvarez",8,0,2019,196457,8,0.0
403,⏱️30' Tiro libre para Comunicaciones.,10,1,2019,196457,11,0.01
404,⏱️27' Falta contra Carlitos Pineda,10,0,2019,196457,10,0.01
405,⏱️22' De nuevo Fonseca saca un tiro directo al marco #SomosOlimpia #ElMásGrandeDeCa,33,4,2019,196457,37,0.02
406,"⏱️19' Tarjeta amarilla para el No. 20 - C. Chirino de Comunicaciones 

#SomosOlimpia
🔴⚪🔵🔴⚪🔵🔴⚪🔵",15,0,2019,196457,15,0.01
