,full_text,favorite_count,retweet_count,created_at,user.followers_count,engagement,performance
1164,"¡Vamos a regalar más boletos!

Estaremos por las calles de Tegucigalpa y las autos que nos encontremos con banderas de Olimpia les regalamos pases para el Clásico.

¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/9x9Pp4sOhn",159,33,2019,196452,192,0.1
1165,"¡Olimpista! Mañana a llenar el Nacional.

¡Hasta el último minuto!

#ElMásGrandeDeCa https://t.co/FgcR3J6a4M",115,37,2019,196452,152,0.08
1166,"Dia de medios:Declaraciones DT Manuel Keosseian.
Vía Canal de Youtube Club Olimpia Deportivo https://t.co/8O1LAGWz5P",24,5,2019,196452,29,0.01
1167,"Sesión de entrenamiento alistandonos para el Clásico

¡Unidos hasta el final!

#ElMásGrandeDeCa https://t.co/oKerkHVH7v",99,15,2019,196452,114,0.06
1168,"Ya podes visitar la galeria de fotos con los mejores momentos del triunfo contra Honduras Progreso en la página oficial del Club

https://t.co/VQG4aSDRwC https://t.co/IGl0vdrWW0",56,8,2019,196452,64,0.03
1169,"¡Lo jugamos juntos,lo ganamos juntos!

Sorteamos boletos para el Clásico.

Subí tu foto con la camisa del más grande de Centroamérica desde tu trabajo y ganá pases dobles para el jueves.

¡A llenar el Nacional!

#ElMásGrandeDeCa https://t.co/HjnQINvfoU",105,17,2019,196452,122,0.06
1170,"¡El Clásico Nacional lo jugamos todos!

🏆 Liga Nacional
📅 Fecha 12
🏟 Estadio Nacional
⏰ 19:00 hrs
📺 Televicentro 

#ElMásGrandeDeCa

Precios Sol 60 Sombra 100 Silla 250

Disponibles en todos los puntos Tengo

NO HABRÁ VENTA DE BOLETOS EN EL ESTADIO https://t.co/7MV87khBjJ",85,29,2019,196452,114,0.06
1171,Comunicado Club Olimpia Deportivo https://t.co/zNULmQICtB,98,30,2019,196452,128,0.07
1172,"¡La figura de la jornada!

Jorge Bengúche

¡Doblete y tres puntos para el más grande! https://t.co/dmAIbG43fv",100,17,2019,196452,117,0.06
1173,"¡Atención estudiantes de periodismo y comunicación!

¡Gran oportunidad para que podas trabajar con el más grande!

#ElMásGrandeDeCa https://t.co/DPd5iHwOzS",88,44,2019,196452,132,0.07
1174,"¡Feliz semana Olimpistas!

¡El Clásico Nacional lo jugamos todos y a casa llena!

❤ Si vas a apoyar a Olimpia desde cualquier rincón del planeta

Juegan once...¡Apoyamos millones!

#ElMásGrandeDeCa https://t.co/9FtqjFDchE",96,18,2019,196452,114,0.06
1175,Comunicado Junta Directiva - Club Olimpia Deportivo https://t.co/GHzyh5hQqy,79,17,2019,196452,96,0.05
1176,"El 0-1 en el Humberto Michelleti

Jorge Bengúche a los 32' minutos del primer tiempo 

#ElMásGrandeDeCa https://t.co/kKrJUxuMOQ",49,8,2019,196452,57,0.03
1177,"¡Final en el Humberto Michelleti!

Honduras Progreso 1 - Olimpia 2

Jorge Bengúche (32,69)

¡A llenar nuestra casa para el Clásico Nacional!

#ElMásGrandeDeCa https://t.co/M7VjOSLQ4K",147,42,2019,196452,189,0.1
1178,"Gol de Honduras Progreso a los 85' minutos

¡Vamos Olimpia!

Honduras Progreso 1 - Olimpia 2",16,0,2019,196452,16,0.01
1179,"Último cambio en Olimpia a los 79' minutos:

Sale:Jerry Bengston
Entra:Emiliano Bonfigli

¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/mA4gftxTV6",16,1,2019,196452,17,0.01
1180,"Gooooooooooooooooooool
Gooooooooooooooooooool

Jorge Bengúche a los 69' minutos

Honduras Progreso 0 - Olimpia 2

¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/WlIy5jv5oe",65,18,2019,196452,83,0.04
1181,"Segundo cambio en Olimpia a los 67' minutos del segundo tiempo:

Sale: Jorge Alvarez
Entra:Germán Mejia

¡Vamos Olimpia! https://t.co/KCjE8Mj9ID",14,0,2019,196452,14,0.01
1182,"Cambio en Olimpia a los 66' minutos:

Sale:Leandro Sosa
Entra:Alejandro Reyes

¡Vamos Olimpia! https://t.co/HUvmyOYBaM",20,2,2019,196452,22,0.01
1183,"60' minutos del segundo tiempo

Honduras Progreso 0 - Olimpia 1

¡Vamos Olimpia!

#ElMásGrandeDeCa",13,1,2019,196452,14,0.01
1184,"Inicia el segundo tiempo

Honduras Progreso 0 - Olimpia 1 

¡Vamos Olimpia!

#ElMásGrandeDeCa",8,0,2019,196452,8,0.0
1185,"Final del primer tiempo en el Humberto Michelleti:

Honduras Progreso 0 - Olimpia 1 

Jorge Bengúche(32)

¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/pJdxbr6paB",21,4,2019,196452,25,0.01
1186,"Gooooooooooooooooool
Gooooooooooooooooool

Jorge Benguche a los 32' minutos del primer tiempo

Honduras Progreso 0 - Olimpia 1 

¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/VkNAz4DgDk",69,13,2019,196452,82,0.04
1187,"10' minutos del primer tiempo

Honduras Progreso 0 - Olimpia 0

¡Vamos Olimpia!

#ElMásGrandeDeCa",7,1,2019,196452,8,0.0
1188,"Inicia el partido en el Humberto Michelleti:

Honduras Progreso 0 - Olimpia 0

¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/71l0eep8dQ",14,1,2019,196452,15,0.01
1189,"Así juega el León hoy: Donis Escober,Maylor Nuñez,Ever Alvarado,Jonathan Paz,Elmer Güity,Deiby Flores,Jorge Alvarez,Leandro Sosa,Edwin Rodriguez,Jorge Bengúche,Jerry Bengston https://t.co/eFQxMib0o1",64,16,2019,196452,80,0.04
1190,"¡El León sale de cacería!

La Perla del Ulúa recibe al más popular esta tarde en nuestra ruta hacia la 31

¡Hoy juega Olimpia!    
                       
🏆 Liga Nacional
📅 Fecha 11
🏟 Humberto Michelleti
⏰ 16:00 hrs
📺 Canal 5 

 #ElMásGrandeDeCa https://t.co/CjftGKDvWq",77,23,2019,196452,100,0.05
1191,"El 3-0 de Edwin Rodriguez

#ElMásGrandeDeCa https://t.co/gwvoV60gAE",64,8,2019,196452,72,0.04
1192,"¡Felicidades Matador!

Ídolo eterno,el auténtico 9

¡Matador,Olimpia es tu casa!

#CumpleañosAlbo 

@juanfloresDT9 https://t.co/tycJSJdBNC",203,41,2019,196452,244,0.12
1193,"El 2-0 obra del número 10

Leandro Sosa ¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/eE8kfL680I",81,18,2019,196452,99,0.05
1194,"¡Que tengan un excelente viernes Leones! 

Repasamos los goles que nos dejó el partido ante el Vida.

Jorge Bengúche anotaba el primero

¡Vamos mi León!

#ElMásGrandeDeCa https://t.co/Zfpb7RYdXV",85,20,2019,196452,105,0.05
1195,"Por segundo mes consecutivo en Instagram Club Olimpia Deportivo referencia en redes sociales del país.

¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/WtMeCEbVaC",87,14,2019,196452,101,0.05
1196,"🎶Somos el pueblo y el carnaval🎶

¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/OHs7yfrLbz",102,21,2019,196452,123,0.06
1197,"La ruta a la 31 nos lleva a el Progreso

¡Olimpista! ¡El Más Popular te convoca!

🏆 Liga Nacional
📅 Fecha 11
🏟 Estadio Humberto Michelleti
⏰ 16:00 hrs

#ElMásGrandeDeCa https://t.co/bPy0J70NPc",47,11,2019,196452,58,0.03
1198,"⏱️ Final del Partido, Jugando hermoso y Goleando! Vamos Olimpia! #elmasgrandedeca https://t.co/FAk66Lstf6",145,38,2019,196452,183,0.09
1199,"⏱️89"" Gooollll del Olímpia! Alejandro Reyes de tiro libre para el 4-0 https://t.co/SJlHd0NAJO",83,15,2019,196452,98,0.05
1200,"Último cambio en Olimpia a los 76 minutos:

Sale:Leandro Sosa
Entra: Alejandro Reyes https://t.co/Nxkkt2sdpk",18,4,2019,196452,22,0.01
1201,"Doble cambio en Olimpia a los 74' minutos:

Sale:Jerry Bengston
Entra:Junior Lacayo

Sale:Jorge Alvarez
Entra:Guillermo Chavasco

¡Vamos Olimpia! https://t.co/KAoDm2TyFH",14,4,2019,196452,18,0.01
1202,"60' minutos del segundo tiempo

Olimpia 3 - Vida 0

¡Vamos Olimpia!

#ElMásGrandeDeCa",18,8,2019,196452,26,0.01
1203,"Inicia el segundo tiempo en el Nacional

Olimpia 3 - Vida 0

¡Vamos Olimpia!

#ElMásGrandeDeCa",21,5,2019,196452,26,0.01
1204,"Final del primer tiempo en el Nacional

Olimpia 3 - Vida 0

Jorge Bengúche
Leandro Sosa
Edwin Rodriguez

¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/bXoVx1m9un",26,8,2019,196452,34,0.02
1205,"Goooooooooooooooool
Goooooooooooooooool

Edwin Rodriguez a los 44' minutos

Olimpia 3 - Vida 0

¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/1bYulCD1Vd",55,13,2019,196452,68,0.03
1206,"40' minutos del primer tiempo

Olimpia 2 - Vida 0

Jorge Bengúche
Leandro Sosa

¡Vamos Olimpia!

#ElMásGrandeDeCa",12,6,2019,196452,18,0.01
1207,"30' minutos del primer tiempo

Olimpia 2 - vida 0

Jorge Bengúche
Leandro Sosa

¡Vamos Olimpia!

#ElMásGrandeDeCa",17,6,2019,196452,23,0.01
1208,"Gooooooooooooooooool
Gooooooooooooooooool

Leandro Sosa a los 22' minutos del primero tiempo

Olimpia 2 - Vida 0

¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/jfoMsRHLce",82,25,2019,196452,107,0.05
1209,"Gooooooooooooooool
Gooooooooooooooool

Jorge Bengúche a las 15' del primer tiempo

Olimpia 1 - Vida 0

¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/NUKPEUIrMB",62,18,2019,196452,80,0.04
1210,"12' minutos del primer tiempo

Olimpia 0 - Vida

¡Vamos Olimpia!

#ElMásGrandeDeCa",11,1,2019,196452,12,0.01
1211,"Inicia el partido en el Nacional

Olimpia 0 - Vida 0

¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/sCRoswugdB",16,4,2019,196452,20,0.01
1212,"¡Así sale el León esta noche!

#ElMásGrandeDeCa https://t.co/NdvFdPcy33",42,21,2019,196452,63,0.03
1213,"¡La casa del León ya esta lista!

Nos vemos a las 7:00 pm

¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/uolwieYxPY",38,10,2019,196452,48,0.02
1214,"Ganadores de pases dobles para el juego de hoy Vrs Vida

Reclamarlo con tarjeta de identidad en el portón número 2 area de camerinos a partir de las 6:00 pm

¡Vamos Olimpia! https://t.co/LxePt5St9D",27,3,2019,196452,30,0.02
1215,"¡¡Hoy juega Olimpia! 👏COD

🏆 Liga Nacional
📅 Fecha 10
🏟 Estadio Nacional
⏰ 19:00 hrs
📺 Telecadenahn 

#ElMásGrandeDeCa

Precios Sol 60 Sombra 100 Silla 200

Disponibles en todos los puntos Tengo

NO HABRÁ VENTA DE BOLETOS EN EL ESTADIO",62,14,2019,196452,76,0.04
1216,"Ya podes ingresar a https://t.co/SFZYqR91x9 y disfrutar de las mejores imágenes del domingo

https://t.co/cE9hNwCZyK https://t.co/d3Xz1iVYjs",42,6,2019,196452,48,0.02
1217,"Con el ánimo a tope para empezar la segunda vuelta

¡Sómos Olimpia!

#ElMásGrandeDeCa https://t.co/TNrr6aSDvA",70,15,2019,196452,85,0.04
1218,"Entrenamiento previo a juego contra  Vida

 ¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/3hx7HTwjLs",51,7,2019,196452,58,0.03
1219,"¡Vámonos a ver al León! 

Entradas dobles para ver el Olimpia-Vida del miercoles

¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/2uNvTksPT2",74,17,2019,196452,91,0.05
1220,"¡Olimpista! Ahora mas que nunca a darle el apoyo al León.

¡Pintemos de blanco el Nacional!

¡Abandonarte jamás!

#ElMásGrandeDeCa https://t.co/A9O7qV8zAd",84,24,2019,196452,108,0.05
1221,"Olimpia siempre vuelve,Olimpia siempre compite hasta el final

¡Hasta el último minuto!

¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/52WRwlz2fx",83,12,2019,196452,95,0.05
1222,"Caemos juntos,nos levantamos juntos.

Nos vemos el miércoles en el Nacional.

¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/Du3r0HfxHo",108,27,2019,196452,135,0.07
1223,"⏱️94"" Final del partido. Olímpia 1 - Lobos UPN 2.",58,16,2019,196452,74,0.04
1224,"⏱️79 Gol para la UPN, Franco Guity para el 2 a 1.",9,2,2019,196452,11,0.01
1225,"⏱️77 "" cambio para el Olímpia. Entra Carlos Will Mejía por Leandro Sosa",6,0,2019,196452,6,0.0
1226,"⏱️75"" Penal a favor de Lobos UPN",4,0,2019,196452,4,0.0
1227,"⏱️72"" Gol Empata Lobos UPN 1 - Olímpia 1 ⚽",7,1,2019,196452,8,0.0
1228,"⏱️47"" Fin del primer tiempo Club Olímpia Deportivo 🦁 1 - Lobos UPN 0. https://t.co/nik0MGuUsn",20,4,2019,196452,24,0.01
1229,Gooollll del Olímpia! 1-0 Jerry Bengston desde el punto penal. #ElMásGrandeDeCa https://t.co/aHBw4dhSOm,66,20,2019,196452,86,0.04
1230,Minuto 33. Penal a favor  del Olímpia. Falta a Pinto. #elmasgrandedeca,11,2,2019,196452,13,0.01
1231,Minuto 28...seguimos 0-0 en el nacional de Tegucigalpa frente a Lobos UPN  #elmasgrandedeca,4,0,2019,196452,4,0.0
1232,Inicia el partido en Tegucigalpa... Vamos Olimpia! Por los 3 puntos hoy! #elmasgrandedeca https://t.co/Aay33QWCVl,16,0,2019,196452,16,0.01
1233,Así dale el león hoy! #elmasgrandedeca https://t.co/ffhcGG9KW2,21,7,2019,196452,28,0.01
1234,"¡Ya estamos listos!

¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/gM8prGpO06",47,10,2019,196452,57,0.03
1235,"¡Campeones!

Hoy en El Salvador la Categoría U-12 de FBO Gano el torneo Centroamericano para asistir a la Donosti Cup en San Sebastián, España.

En la final derrotó a Fesa de El Salvador 2- 3 

#ElMásGrandeDeCa #FBO https://t.co/GWBHh06Ne2",89,31,2019,196452,120,0.06
1236,"Comprá la camiseta conmemorativa en apoyo a la Fundación Hondureña Para El Niño Con Cáncer en Diunsa.
Tu compra sera destinada al tratamiento oncológico.

#SalvaMiVida #ElMásGrandeDeCa https://t.co/zVJ5sAS0Jy",115,28,2019,196452,143,0.07
1237,"Ganadores pases dobles para asistir hoy al Nacional.

Reclamar cortesias en el portón 2 del sector de camerino del estadio.

¡Vamos Olimpia! https://t.co/1mEwim4Alb",21,2,2019,196452,23,0.01
1238,"¡Hoy juega Olimpia! 

¡Olimpista! El Nacional nos espera para apoyar al León hasta el último minuto.

Precios: Sol 70 Sombra 120 Silla 250

Disponibles en:Circle K, Pronto, Stop &amp; GO, Kioskos TENGO en Multiplaza y Metromall de Tegucigalpa y Multiplaza y City Mall en SPS https://t.co/twu1aqC6DA",60,12,2019,196452,72,0.04
1239,"¡Mañana te vemos Olimpia!

¡Unidos hasta el final!

#ElMásGrandeDeCa https://t.co/UVCneqrODh",112,15,2019,196452,127,0.06
1240,El ganador de la camiseta de Leandro Sosa conmemorativa a la lucha del niño con Cáncer: @esau161_  @10leososa https://t.co/ShtB6Z0ymC,27,4,2019,196452,31,0.02
1241,Comunicado Club Olimpia Deportivo https://t.co/jIME3dobmX,63,18,2019,196452,81,0.04
1242,"¡Olimpista! ¡Vamos a pintar de blanco el Nacional!

Lleva a tu familia,tu esposa(o),tus amigos(as),los del barrio,en caravana hacia nuestra casa y seguir la ruta a la 31.

¡Abandonarte jamas!

#ElMásGrandeDeCa https://t.co/ETQHZK8lfG",119,22,2019,196452,141,0.07
1243,"Dia de medios previo a juego vrs @LobosUpnfm

Entrevista a Martín Bonjour

Vía canal del Youtube Club Olimpia

https://t.co/2TvaHFZ8dp",21,4,2019,196452,25,0.01
1244,"¡Felicidades Edrick!

¡Esta es tu casa!

#CumpleañosAlbo https://t.co/GjuYQqoyhp",71,11,2019,196452,82,0.04
1245,"El domingo el Club Olimpia rendirá homenaje a nuestro máximo referente.

300 partidos en Liga Nacional con una sola camiseta.

🎶Donis Querido,está hinchada jamas te olvidara🎶

#ElMásGrandeDeCa https://t.co/uPKm2DRDoT",318,95,2019,196452,413,0.21
1246,"¡Feliz viernes Olimpistas!

Vamos a llenar el Nacional y seguir el camino hacia la 31

¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/5l89pA7u9D",96,21,2019,196452,117,0.06
1247,"¡En Olimpia las familias son primero!

Dale ❤ y deja tu mensaje de apoyo con el hashtag #ElMásGrandeDeCa y participá en el sorteo de entradas dobles para el domingo en el Nacional https://t.co/9HLuXXtKmZ",210,29,2019,196452,239,0.12
1248,"Vamos a sortear la camiseta del ""10"" @10leososa 

Paso 1: Dale ❤ y 🔄
Paso 2: Mencioná tres amigos
Paso 3:Subí una foto de tu boleto para el juego del domingo en el Nacional con el hashtag #ElMásGrandeDeCa

Sorteo se realizará sabado a mediodia.

¡Vamos Olimpia! https://t.co/4a3cUqcJAP",183,57,2019,196452,240,0.12
1249,"¿Quienes a ver al León el domingo ?
🖐🖐🖐🖐🖐

Pendientes con la dinámica para el sorteo de boletos y apoyar a #ElMásGrandeDeCa

¡Vamos Olimpia! ¡El Orgullo Nacional! https://t.co/klaWSWdyZO",108,19,2019,196452,127,0.06
1250,"¡Olimpista! El Nacional nos espera para apoyar al León hasta el último minuto.

Disponibles en:Circle K, Pronto, Stop &amp; GO, Kioskos TENGO en Multiplaza y Metromall de Tegucigalpa y Multiplaza y City Mall en San Pedro Sula.

NO HABRÁ VENTA DE BOLETOS EN EL ESTADIO. https://t.co/fCG3NwtIpg",77,22,2019,196452,99,0.05
1251,"0 - 3 y doblete del mejor delantero de la Liga Nacional.

#ElMásGrandeDeCa https://t.co/NyLPalOYTk",98,16,2019,196452,114,0.06
1252,"¡Catedra de contragolpe!

El 0 - 2 de Jerry Bengston 

#ElMásGrandeDeCa https://t.co/66p1AUTapF",170,36,2019,196452,206,0.1
1253,"El 0-1 de Elmer Güity 

#ElMásGrandeDeCa https://t.co/7YA5EBu5mg",85,11,2019,196452,96,0.05
1254,"Resumen Real De minas 1 - Olimpia 3 🦁🦁🦁 Jornada #8 Torneo Clausura 2019 Via Canal de Youtube Club Olimpia 

#ElMásGrandeDeCa

https://t.co/NN3gncA02z",18,6,2019,196452,24,0.01
1255,"Dia de medios entrevista a DT Manuel Keosseian vía Canal de Youtube 

#ElMásGrandeDeCa

https://t.co/XTOasoe693",15,6,2019,196452,21,0.01
1256,"¡A llenar el Nacional!

📅 Domingo 03/03/19
⏱ 5:00 pm
🏟 Estadio Nacional de Tegucigalpa
📺 Tigo Sport

¡Abandonarte jamas!

#ElMásGrandeDeCa

🦁💪👊

#ElMásGrandeDeCa https://t.co/5qKa04Hkvk",61,16,2019,196452,77,0.04
1257,"Resultado Torneo de Reservas estadio El Birichiche:

Real de Minas 0 - Olimpia 1

Jorge Almendarez

#LaReserva 

¡Vamos Olimpia! https://t.co/gdeV8JOEAE",37,6,2019,196452,43,0.02
1258,"¡El domingo vamos a llenar el Nacional!

¡Somos Olimpia! El equipo de las familias

#ElMásGrandeDeCa

❤ Si vas a ir con tu familia
🔄 Regalamos entradas para el domingo https://t.co/7RiF9bh8AU",256,100,2019,196452,356,0.18
1259,"Y el Oscar al mejor jugador es para:

¡Jerry Ricardo Bengston!

¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/5XIC1kcvxX",131,22,2019,196452,153,0.08
1260,"Elijan al jugador del partido 

Real de Minas 1 - Olimpia 3

#ElMásGrandeDeCa",27,4,2019,196452,31,0.02
1261,"¡Finaaal! Victoria en el Marcelo Tinoco de Danli

Real de Minas 1 - Olimpia 3

Elmer Güity (22)
Jerry Bengston(36,53)

¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/BJU6ojjHzk",147,40,2019,196452,187,0.1
1262,"Gol de Real de Minas a los 81' minutos del segundo tiempo

Diego Rodriguez

Real de Minas 1 - Olimpia 3 

¡Vamos Olimpia!

#ElMásGrandeDeCa",21,1,2019,196452,22,0.01
1263,"Tercer y último cambio en Olimpia a los 75' minutos:

Sale:Deiby Flores
Entra:Jonathan Paz https://t.co/YhVCHrt0Bg",10,1,2019,196452,11,0.01
1264,"Segundo cambio en Olimpia a los 57' minutos del segundo tiempo:

Sale:Leandro sosa
Entra:Guillermo Chavasco

¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/WUfPrFbNJu",22,3,2019,196452,25,0.01
1265,"Primer cambio en Olimpia a los 55 minutos del segundo tiempo:

Sale:Jose Mario Pinto
Entra:Edwin Rodriguez https://t.co/rKutmaw5k7",10,2,2019,196452,12,0.01
1266,"Goooooooooooool Goooooooooool

El mejor delantero del país Jerry Bengston hace el 0 - 3 a los 53 minutos del segundo tiempo

Real de Minas 0 - Olimpia 3

¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/fT20Sh796t",66,17,2019,196452,83,0.04
1267,"50' minutos del segundo tiempo

Real de Minas 0 - Olimpia 2

Elmer Güity (22')
Jerry Bengston(36)

¡Vamos Olimpia!

#ElMásGrandeDeCa",14,0,2019,196452,14,0.01
1268,"Inicia el segundo tiempo en el Marcelo Tinoco de Danli:

Real de Minas 0 - Olimpia 2

Elmer Güity (22')
Jerry Bengston(36)

¡Vamos Olimpia!

#ElMásGrandeDeCa",19,1,2019,196452,20,0.01
1269,"Final del primer tiempo en el Marcelo Tinoco de Danli:

Real de Minas 0 - Olimpia 2

Elmer Güity (22')
Jerry Bengston(36)

¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/cYDHD8UvM9",27,5,2019,196452,32,0.02
1270,"41' minutos del primer tiempo

Real de Minas 0 - Olimpia 2

Elmer Güity (22')
Jerry Bengston(36)

¡Vamos Olimpia!

#ElMásGrandeDeCa",24,6,2019,196452,30,0.02
1271,"Goooooooooooool Gooooooooooool

Jerry Bengston a los 36' minutos del primer tiempo 

Real de Minas 0 - Olimpia 2

#ElMásGrandeDeCa https://t.co/Z0qroCZid7",102,22,2019,196452,124,0.06
1272,"30' minutos del primer tiempo

Real de Minas 0 - Olimpia 1 

Elmer Güity (22')

¡Vamos Olimpia!

#ElMásGrandeDeCa",19,2,2019,196452,21,0.01
1273,"Goooooooooooool Gooooooooooool

Elmer Güity a los 22' minutos del primer tiempo 

Real de Minas 0 - Olimpia 1 

#ElMásGrandeDeCa https://t.co/vxUtmf05Zk",80,18,2019,196452,98,0.05
1274,"10' minutos del primer tiempo 

Real de Minas 0 - Olimpia 0

¡Vamos Olimpia!

#ElMásGrandeDeCa",14,3,2019,196452,17,0.01
1275,"¡Inicia el partido en el Marcelo Tinoco de Danli!

Real de Minas 0 - Olimpia 0

¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/ZzmmGnjLHO",20,8,2019,196452,28,0.01
1276,"Así jugamos hoy

¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/XUa5DpJh1i",70,23,2019,196452,93,0.05
1277,"¡Unidos hasta el último minuto!

🎶Voy a dejarlo todo,por ver a los Leones,porque sus jugadores me van a demostrar,que salen a ganar,que quieren salir campeón,que lo llevan adentro,como lo llevo yo🎶

¡Locales en todos lados!

#ElMásGrandeDeCa https://t.co/x19Q1euCkb",80,17,2019,196452,97,0.05
1278,"¡Hoy juega Olimpia!

Los invitamos esta tarde al Marcelo Tinoco de Danli para la presentación del 30 veces Campeón Nacional.

¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/MaWWajwUcS",84,19,2019,196452,103,0.05
1279,"⠀

                Seremos breves: 

          Mañana juega La Pimpa
                🦁🦁🦁💪💪💪

⠀",380,81,2019,196452,461,0.23
1280,"¡Cada vez falta menos!

¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/eCQTKrjVgA",80,16,2019,196452,96,0.05
1281,Dia de medios previo a juego contra Real de Minas Declaraciones AT Mario Beata Via Canal de Youtube Club Olimpia https://t.co/pAMo9hGELA,35,7,2019,196452,42,0.02
1282,"¡Es viernes y los Olimpistas lo sabemos!

Dos dias nos separan para ver nuevamente a nuestro amado León.

Completa la frase:

🎶Yo te sigo a todas partes a donde vas___________________🎶 https://t.co/lHjyJEv2Q6",103,13,2019,196452,116,0.06
1283,"¡Somos Olimpia! ¡El equipo de las familias!

Nos vemos en Danli el próximo domingo

¡Locales en todos lados!

#ElMásGrandeDeCa https://t.co/4GQy7Nnqnc",146,18,2019,196452,164,0.08
1284,"Visitá https://t.co/b3d7US0Ypk Encontrarás toda la indumentaria oficial del más popular.

Envios a Estados Unidos y cualquier parte del mundo.
#SomosOlimpia #SomosUmbro 
#ElMásGrandeDeCa https://t.co/eWXyEUPaAu",55,13,2019,196452,68,0.03
1285,"¡Leyenda del Olimpismo!

Un ❤ un RT y le hacemos una entrevista

#ElMásGrandeDeCa https://t.co/AJW2qKjlH0",422,135,2019,196452,557,0.28
1286,"¡Olimpista! El Más Popular se presenta en Danli.

Nos vemos el domingo para seguir apoyando al León en la ruta hacia la 31.

¡Locales en todos lados!

#ElMásGrandeDeCa https://t.co/UT9F1N84tj",50,7,2019,196452,57,0.03
1287,"En juego disputado el dia de ayer por el torneo de reservas Olimpia y Real España empataron a cero.

#LaReserva https://t.co/AZCA8oGyVF",24,3,2019,196452,27,0.01
1288,"Ya puedes ver el resumen del Olimpia 0 - Real España 0

Fecha #7 Torneo Clausura

Via Canal de Youtube Club Olimpia Deportivo 

#ElMásGrandeDeCa https://t.co/MsdeU9FXSE",13,3,2019,196452,16,0.01
1289,"Ya podes ver la galería completa del Olimpia-Real España del domingo en la página oficial del Club.

https://t.co/EKc99rtfBi https://t.co/Vy5FDmwz5v",52,6,2019,196452,58,0.03
1290,"🎶 Venimos todos unidos por estos colores 🎶

¡Feliz martes a todos los Olimpistas!

La ruta hacia la 31 nos lleva a Danli el próximo domingo.

¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/1yT4jpqldC",156,22,2019,196452,178,0.09
1291,"Elige al jugador del partido 

¡Vamos Olimpia!",31,6,2019,196452,37,0.02
1292,"Final en el Nacional

Olimpia 0 - Real España 0

¡Vamos Olimpia! https://t.co/Zshb1bFTCc",24,9,2019,196452,33,0.02
1293,"86' minutos del segundo tiempo

Olimpia 0 - Real España 0

¡Vamos Olimpia!

#ElMásGrandeDeCa",7,1,2019,196452,8,0.0
1294,"78' minutos del segundo tiempo

Olimpia 0 - Real España 0

¡Vamos Olimpia!

#ElMásGrandeDeCa",8,0,2019,196452,8,0.0
1295,"Tercer cambio en Olimpia a los 72 minutos:

Entra:José Mario Pinto
Sale: Jorge Bengúche

¡Vamos Olimpia!

#ElMásGrandeDeCa",7,0,2019,196452,7,0.0
1296,"Segundo cambio en Olimpia a los 63 minutos:

Entra:Alejandro Reyes
Sale: Guillermo Chavasco

¡Vamos Olimpia!

#ElMásGrandeDeCa",8,0,2019,196452,8,0.0
1297,"Primer cambio en Olimpia a los 56' minutos:

Entra: Junior Lacayo
Sale: Leandro Sosa

¡Vamos Olimpia!

#ElMásGrandeDeCa",16,2,2019,196452,18,0.01
1298,"55' minutos del segundo tiempo

Olimpia 0 - Real España 0

¡Vamos Olimpia!

#ElMásGrandeDeCa",4,1,2019,196452,5,0.0
1299,"Inicia el segundo tiempo en el Nacional

Olimpia 0 - Real España 0

¡Vamos Olimpia!

#ElMásGrandeDeCa",10,1,2019,196452,11,0.01
1300,"Final del primer tiempo en el Nacional

Olimpia 0 - Real España 0

¡Vamos Olimpia!

#ElMásGrandeDeCa https://t.co/SWm0bK2Frw",19,5,2019,196452,24,0.01
1301,"40' minutos del primer tiempo

Olimpia 0 - Real España 0

¡Vamos Olimpia!

#ElMásGrandeDeCa",10,0,2019,196452,10,0.01
