,full_text,favorite_count,retweet_count,created_at,user.followers_count,engagement,performance,twtlength
505,https://t.co/gKMOamzALJ,3094,314,2018,29435507,3408,0.01,23
506,https://t.co/j8X4peqTnm,3061,297,2018,29435507,3358,0.01,23
507,https://t.co/ez6VtIW26K,2788,264,2018,29435507,3052,0.01,23
508,https://t.co/aNzvg3XH9w,2594,253,2018,29435507,2847,0.01,23
509,https://t.co/tzkHCxq6Re,2499,233,2018,29435507,2732,0.01,23
510,https://t.co/0kTfTDcFaK,2821,378,2018,29435507,3199,0.01,23
511,https://t.co/RyZQc8Ms8o,3011,299,2018,29435507,3310,0.01,23
512,https://t.co/DoKeVlitgf,2930,316,2018,29435507,3246,0.01,23
513,Gaudi https://t.co/xKTpteUBAF,7819,563,2018,29435507,8382,0.03,29
514,activity on the 350 today https://t.co/nch4PffRNz,7718,710,2018,29435507,8428,0.03,49
515,holographic https://t.co/Xm4pjuflES,139091,26043,2018,29435507,165134,0.56,35
516,with the zoom in for anyone concerned with the man made construct of numbers.  The universe is infinite and also obviously on our mthrfckng side https://t.co/G3EWrLjYwh,9628,1002,2018,29435507,10630,0.04,168
517,Holographic,21322,2453,2018,29435507,23775,0.08,11
518,a conversation with My friend Jack the head of twitter https://t.co/9WawmuCAg1,5168,583,2018,29435507,5751,0.02,78
519,https://t.co/jhSWjt56uL,2550,277,2018,29435507,2827,0.01,23
520,famleeeeee https://t.co/sqhHtxIRPh,4006,668,2018,29435507,4674,0.02,34
521,my love is so beautiful 😍 https://t.co/Tjm9W86iak,6681,801,2018,29435507,7482,0.03,49
522,https://t.co/1n0yM79SIt,2257,215,2018,29435507,2472,0.01,23
523,https://t.co/jP0bxGltvD,2180,211,2018,29435507,2391,0.01,23
524,Apple 🍎 and YZY  sounds about right 🚀🚀🚀🚀💜💜💜💜🔮🔮🔮🔮👽👽👽🙋‍♂️ https://t.co/Uq5ArSlcdd,5557,660,2018,29435507,6217,0.02,79
525,https://t.co/nxIQNp3zHV,2494,367,2018,29435507,2861,0.01,23
526,https://t.co/OxiM6Cpr0O,2690,403,2018,29435507,3093,0.01,23
527,https://t.co/tgyl4Z3jpQ,2901,464,2018,29435507,3365,0.01,23
528,https://t.co/oj7OTIyyNe,2507,378,2018,29435507,2885,0.01,23
529,this is lovely. Ben from Snapchat text my wife this. https://t.co/veB6DdEjvm,4268,362,2018,29435507,4630,0.02,76
530,Social media can be good but we have to hold the heads responsible for the psychological damage it sometimes causes. https://t.co/g81IBjqqaK,10714,1931,2018,29435507,12645,0.04,140
531,we should be able to participate in social media without having to show how many followers or likes we have. Just like how we can turn off the comments we should be able to turn off the display of followers. This has an intense negative impact on our self worth.,211240,44502,2018,29435507,255742,0.87,262
532,YZY BSKTBL https://t.co/jRIISnZr2Y,7011,972,2018,29435507,7983,0.03,34
533,https://t.co/uxxbP9elUS,34723,5663,2018,29435507,40386,0.14,23
534,https://t.co/7mRgxIOcQC,4078,368,2018,29435507,4446,0.02,23
535,#wegotlove campaign/photos shot by Rita Minissi,6583,471,2018,29435507,7054,0.02,47
536,music is space between noise,79118,17271,2018,29435507,96389,0.33,28
537,https://t.co/PuN8QhnxNV,159526,49525,2018,29435507,209051,0.71,23
538,https://t.co/vZ6wXq9GTD,11730,1104,2018,29435507,12834,0.04,23
539,https://t.co/iYz8ZM1wjp,8005,804,2018,29435507,8809,0.03,23
540,https://t.co/VBLhl3lydG,31156,3733,2018,29435507,34889,0.12,23
541,https://t.co/QUDGJruPoN,9441,1218,2018,29435507,10659,0.04,23
542,https://t.co/AhYmLnLUl5,6864,658,2018,29435507,7522,0.03,23
543,https://t.co/Sp5ZGqDM1P,6926,679,2018,29435507,7605,0.03,23
544,https://t.co/u2Iqeg8L97,5574,468,2018,29435507,6042,0.02,23
545,https://t.co/oUaXoYwusu,5918,584,2018,29435507,6502,0.02,23
546,https://t.co/LbuBNAxn97,10704,1003,2018,29435507,11707,0.04,23
547,https://t.co/fLGcmeSawc,11766,1720,2018,29435507,13486,0.05,23
548,https://t.co/2ggHxbHpTp,7238,756,2018,29435507,7994,0.03,23
549,https://t.co/CHeh2KwsUW,6946,757,2018,29435507,7703,0.03,23
550,https://t.co/oQRLgsGCRp,6165,642,2018,29435507,6807,0.02,23
551,https://t.co/om59nr2qRt,9326,1035,2018,29435507,10361,0.04,23
552,https://t.co/FY2apn2hzd,22579,2417,2018,29435507,24996,0.08,23
553,https://t.co/b8yeRkR6yx,9994,1001,2018,29435507,10995,0.04,23
554,https://t.co/GwCcmAe1WN,163479,38122,2018,29435507,201601,0.68,23
555,https://t.co/lopkmtvqE5,9116,848,2018,29435507,9964,0.03,23
556,https://t.co/O3pjH3CuGU,12500,1268,2018,29435507,13768,0.05,23
557,https://t.co/r1lZx6de4t,6477,492,2018,29435507,6969,0.02,23
558,https://t.co/7OeBE7lGSj,4278,433,2018,29435507,4711,0.02,23
559,https://t.co/zDNc2Y4Rco,3726,383,2018,29435507,4109,0.01,23
560,https://t.co/TOqX4LNEWM,6039,712,2018,29435507,6751,0.02,23
561,we don’t need to ever be excited we need to just be,24816,4506,2018,29435507,29322,0.1,51
562,no if ands or buts,20644,5474,2018,29435507,26118,0.09,18
563,we need consideration,14534,3226,2018,29435507,17760,0.06,21
564,we are divine,31664,7750,2018,29435507,39414,0.13,13
565,🌜🌍🌛,23799,4297,2018,29435507,28096,0.1,3
566,love is the absence of pride,93832,28260,2018,29435507,122092,0.41,28
567,https://t.co/Ftsd5KdCQF https://t.co/xlNnjtmDZ4,8131,1077,2018,29435507,9208,0.03,47
568,https://t.co/uHihkTGrCS https://t.co/uhLhqbNjA4,6191,619,2018,29435507,6810,0.02,47
569,Donda House 🙏👽👽 https://t.co/i4pfZiZmeN,4709,417,2018,29435507,5126,0.02,39
570,"😂😂🏈

https://t.co/wc41OWpHoo",3613,287,2018,29435507,3900,0.01,30
571,https://t.co/9o45sTcogJ,3312,281,2018,29435507,3593,0.01,23
572,enhance structure,31806,4416,2018,29435507,36222,0.12,17
573,"Film concept: a being purchases a Merriam-Webster’s dictionary from Walgreens to  highlight positive words in orange and negative words in yellow crafting language charged by African parables willing universal power manifesting world peace 

https://t.co/YLmJZYWCDR",13927,1514,2018,29435507,15441,0.05,267
574,Me Troy Justin and Scooter will have dinner and build on how we will make our world better. Sending positive energy,37381,2708,2018,29435507,40089,0.14,115
575,"sending good energy to my brother Ricardo for his first Burberry show 

https://t.co/seuuw0Wj8C",8525,652,2018,29435507,9177,0.03,97
576,yoga dance meditation,38772,5300,2018,29435507,44072,0.15,21
577,we’re creating a film called Spiritual Telephone.,44136,3874,2018,29435507,48010,0.16,49
578,eating dishes served with Gullah Geechee heritage,14880,1118,2018,29435507,15998,0.05,49
579,https://t.co/FLASwktK0g,10840,2096,2018,29435507,12936,0.04,23
580,our whole culture is about balance,62960,10139,2018,29435507,73099,0.25,34
581,when you think of something positive say it out loud. Keep putting that vibe into the universe.,279251,92463,2018,29435507,371714,1.26,95
582,love is serving others - Maurice Armitage,38558,7300,2018,29435507,45858,0.16,41
583,change I want to we need,76606,14327,2018,29435507,90933,0.31,24
584,we don’t try we do,149963,50212,2018,29435507,200175,0.68,18
585,Love vs. Fear   I love when human beings are supported for using their voice,35486,5684,2018,29435507,41170,0.14,76
586,I stand for giving everyone a voice. Adidas giving me a voice and Nike giving Colin voice on a big business level makes the world a more advanced place.,74882,8685,2018,29435507,83567,0.28,152
587,"The triple white 350 release fulfills YEEZYS democracy philosophy. Removing the concept of making limited product this is the most widespread release today.

Sign up at https://t.co/HikjJEC4Tq and  https://t.co/pU1Ld7X6Pa",18378,2692,2018,29435507,21070,0.07,223
588,fear is the absence of love and fear is the source of all of our evil. love is the absence of fear and love is the source of all of our greatness.,127174,36899,2018,29435507,164073,0.56,146
589,Neil Strauss is the only writer that Larry Hoover would trust to do his book and me and GLC bumped into him at dinner with Rick Rubin tonight. We put Neil on the phone with Ms Winndye. The universe is incredible,11461,920,2018,29435507,12381,0.04,211
590,We’re doing Chicago Comedy Jam.  We’re going to restore the Regal Theatre,20914,2017,2018,29435507,22931,0.08,73
591,I will teach a course at the Art Institute of Chicago and the American Academy of Art,70560,6603,2018,29435507,77163,0.26,85
592,we need to be overwhelmed with love and inspiration,117283,39037,2018,29435507,156320,0.53,51
593,it is super inspiring I’d even say it is overwhelming which is my favorite description,14379,1191,2018,29435507,15570,0.05,86
594,We visited theaster gates stony island art bank last week,8494,534,2018,29435507,9028,0.03,57
595,We’re putting a Yeezy office in Chicago,62197,5686,2018,29435507,67883,0.23,39
596,throne2 coming soon,255740,84535,2018,29435507,340275,1.16,19
597,2024,93889,16712,2018,29435507,110601,0.38,4
598,We are Gods,100261,25124,2018,29435507,125385,0.43,11
599,I can only be the boss. I don’t have the time otherwise. It takes time to talk people into things. It takes no time to tell people what to do.,88327,19049,2018,29435507,107376,0.36,142
600,https://t.co/d3w2h2tFF5 live in 15 min,12128,1685,2018,29435507,13813,0.05,38
601,This is all Jedi level. I will be coming to your show within the next seven days to give love and be inspired by the art you have created.,57070,7766,2018,29435507,64836,0.22,138
602,I understand Pusha’s issues as a man if someone mentions your fiancé men go mask off. I’ve done the same myself at times. I love you and I love Pusha and we all have an admiration for each other’s craft.,33117,5074,2018,29435507,38191,0.13,203
603,I did not have any conversations about your child with Pusha. I don’t play with the idea of people’s children after I spoke to Wiz a few years earlier.,70990,11224,2018,29435507,82214,0.28,151
604,I never listened to either diss track that followed but I did hear quotes from both songs after they were released,22228,3482,2018,29435507,25710,0.09,114
605,since we were building as friends and brothers I should have spoken to Pusha about the Quentin Miller bar. There should have been no songs with my involvement that had any negative energy towards you,25291,4155,2018,29435507,29446,0.1,199
606,plane taxiing for take off... because we spoke about doing Lift Yourself together I should have given you the opportunity for us to do this together before I released it,18149,2827,2018,29435507,20976,0.07,169
607,When I put the dates up I was a bit ramped up doing 25 tweets a day  TMZ happened shortly after …    I have to hop on the plane now…  will type more when I land,20944,3023,2018,29435507,23967,0.08,160
608,Let me start by  apologizing for stepping on your release date in the first place …  We were building a bond and working on music together  including squashing the issues with Cudi at our office.,35914,5333,2018,29435507,41247,0.14,195
609,"Sending good energy and love to Drake and family and crew💜💜💜 

I haven’t seen the show in person but the images look incredible online 

I understand where the confusion started https://t.co/oxSEEbNB1g",53155,9351,2018,29435507,62506,0.21,205
610,"set in Goudy font, from Chicago https://t.co/75e3gX7uxQ",5629,452,2018,29435507,6081,0.02,55
611,https://t.co/UpRckAnGX4,7422,1098,2018,29435507,8520,0.03,23
612,Michael we love you,73500,14479,2018,29435507,87979,0.3,19
613,the world is the new art school,59456,12151,2018,29435507,71607,0.24,31
614,let’s make ourselves happy,188816,85034,2018,29435507,273850,0.93,26
615,If I don’t lose myself... it’s not me -George Condo,30633,5289,2018,29435507,35922,0.12,51
616,there’s no such thing as an old living person    people from thousands of years ago perhaps are old      if you’re alive you’re young,50985,7872,2018,29435507,58857,0.2,133
617,offering a service is having a purpose,32470,6460,2018,29435507,38930,0.13,38
618,Halloween is the only day you’re not in a costume,165683,42774,2018,29435507,208457,0.71,49
619,This is not only the greatest animation achievement in history       the subject matter is so relevant to the current state of the world,15111,1832,2018,29435507,16943,0.06,136
620,Every stage show I’ve ever worked on       Every video    not just Stronger      every product    even when I was in the hospital   I would think… oh shit this is like Akira,30583,4438,2018,29435507,35021,0.12,173
621,"https://t.co/48B0T5HeRk

When we work on our shoes   apparel and accessories   I just think  ...    If this thing was chasing you ...       what do you want to be wearing?",12539,1802,2018,29435507,14341,0.05,173
622,creating a universal language is super fun,49864,5600,2018,29435507,55464,0.19,42
623,My friend Anthony Schiller pointed out that I didn’t mention Ernest Cline when I tweeted about Ready Player one. Ernest I’d like to meet you.,17323,1086,2018,29435507,18409,0.06,141
624,spend as much time outside as possible     fresh air is healing,151161,36766,2018,29435507,187927,0.64,63
625,stay inspired,116885,39977,2018,29435507,156862,0.53,13
626,2015 feels like just yesterday   Adidas is a great partner,53189,4400,2018,29435507,57589,0.2,58
627,deprogram,26294,5492,2018,29435507,31786,0.11,9
628,we’re no longer fighting for change we’re simply changing things,96945,24289,2018,29435507,121234,0.41,64
629,operation try love    take someone you don’t like and say something you like about them out loud,67569,14669,2018,29435507,82238,0.28,96
630,no one is better than anyone,212898,73166,2018,29435507,286064,0.97,28
631,https://t.co/GMoi5FfJTp,8917,1658,2018,29435507,10575,0.04,23
632,https://t.co/hMvsSTpGv0   @trvisXX,13176,2084,2018,29435507,15260,0.05,34
633,I was so happy when I saw Jimmy walk out in the Yeezys. That was an olive branch. He lead with love. I appreciate Jimmy and his team. You guys are Jedi’s.   much love.,60703,4185,2018,29435507,64888,0.22,167
634,The question was so important I took time to think. And then I was hit with the let’s go to commercial break. That interview showed strong personalities with different opinions having a civil conversation.,89578,12217,2018,29435507,101795,0.35,205
635,On Jimmy Kimmel  we had a great time having a dialogue. I’m reading that I was stumped by a question. Let me clarify the click bait. I wasn’t stumped. I wasn’t given a chance to answer the question.,110242,17882,2018,29435507,128124,0.44,198
636,🔥🔥🔥 https://t.co/qcPA5Pjhlj,102771,22211,2018,29435507,124982,0.42,27
637,Tadao Ando https://t.co/dpROMvnrCF,5286,640,2018,29435507,5926,0.02,34
638,turn shame to power,72607,19385,2018,29435507,91992,0.31,19
639,I’m working on removing the word I ...correction we’re working on removing the word I,59849,7350,2018,29435507,67199,0.23,85
640,https://t.co/2H00wzVl87,17673,3681,2018,29435507,21354,0.07,23
641,"🔥🔥🔥🔥Caiden Cop Shot The Kid

https://t.co/otyccZCACH",8133,881,2018,29435507,9014,0.03,54
642,You guys are so important and what you do is so special and inspiring to our planet       Thank you for being so great,114638,17152,2018,29435507,131790,0.45,118
643,Steve Jobs you are one of my biggest inspirations and your story spirit and drive helps to push me everyday      congratulations on Apple hitting a trillion dollars also congrats to Eddie Q and Johnny Ives and Tim Cook and the entire Apple team,64887,8202,2018,29435507,73089,0.25,244
644,when speaking about sections of the company I like to use the word arms instead of divisions,35257,3080,2018,29435507,38337,0.13,92
645,inject a bit of love like it’s an IV drip,41479,9571,2018,29435507,51050,0.17,41
646,do things from love    not ego and not pride,183008,67273,2018,29435507,250281,0.85,44
647,instead of saying I’m proud you can say I love this,32994,5981,2018,29435507,38975,0.13,51
648,replace pride with love,67807,25267,2018,29435507,93074,0.32,23
649,Follow your heart and find your tribe. Your tribe are people with similar passions,139556,40417,2018,29435507,179973,0.61,82
650,you can love people that you don’t want to go to lunch with everyday,105957,23834,2018,29435507,129791,0.44,68
651,you can love everyone but everyone isn’t your tribe,71516,20523,2018,29435507,92039,0.31,51
652,love everyone,43433,12394,2018,29435507,55827,0.19,13
653,love is infectious,31336,8123,2018,29435507,39459,0.13,18
654,love is generous,33250,8796,2018,29435507,42046,0.14,16
655,pride is one of the deadliest sins,70938,22739,2018,29435507,93677,0.32,34
656,pride is selfish,37407,10327,2018,29435507,47734,0.16,16
657,"How to NOT kill yourself pt 1

Avoid being around people who make you want to kill yourself",581291,188989,2018,29435507,770280,2.62,93
658,"To make this clear and not weird 
I’ve had these kinds of thoughts and I’m going to tell you things I’ve done to stay in a content place.",27562,3143,2018,29435507,30705,0.1,138
659,I saw the Alexander McQueen documentary and I connected with his journey. I know how it feels to want to take your life back into your own hands even if it means taking your own life.,31574,3764,2018,29435507,35338,0.12,183
660,trust your feelings don’t calculate your perception,105586,33434,2018,29435507,139020,0.47,51
661,break the status quo,38852,8875,2018,29435507,47727,0.16,20
662,stop trying     start doing,192734,71933,2018,29435507,264667,0.9,27
663,love everyone,102843,32686,2018,29435507,135529,0.46,13
664,I’m not taking no advice for the rest of my life,179051,49163,2018,29435507,228214,0.78,48
665,I hate talking about things I’m supposed to talk about,102057,28168,2018,29435507,130225,0.44,54
666,feeling super creative,140952,25864,2018,29435507,166816,0.57,22
667,"this is amazing  @Project2one5 and @TEYANATAYLOR 
We gotta send them some Yeezys though 🙌🙌🙌  https://t.co/c1yCTEm6ql",10362,980,2018,29435507,11342,0.04,117
668,"The universe is on our side, I’m so excited",162762,37032,2018,29435507,199794,0.68,43
669,"It’s just another example of elitism and classism.   If you read Prince or Michael’s Wikipedia their title is recording artist     

Moving forward anyone working in music should be referred to as a recording artist",28554,3481,2018,29435507,32035,0.11,217
670,"Music is an art form.   When reporters call me “the singer,” the rapper"" or even the ""pop star"" there’s an air of condescension and patronization.   Those kinds of  journalist are acting like they’re better than us.",63092,8375,2018,29435507,71467,0.24,215
671,I had a sinus headache on a flight once and I got a fucking cat scan after because it was so bad,70359,7342,2018,29435507,77701,0.26,96
672,Whenever you’re feeling down bored irritated or disgruntled just say… thank god I don’t have a sinus headache … they feel like the episode of black mirror when the bee went into the guys ear...,147770,24984,2018,29435507,172754,0.59,193
673,creatives need each other,164342,49082,2018,29435507,213424,0.73,25
674,when in doubt... don’t,226123,72259,2018,29435507,298382,1.01,22
675,wholesale is dangerous for creatives,36393,5093,2018,29435507,41486,0.14,36
676,Yeezy is an organization ran by the creative. The creative make the final decisions here.,63202,6825,2018,29435507,70027,0.24,89
677,Chasing validation is like putting your soul in a plank position,195337,57358,2018,29435507,252695,0.86,64
678,"I used to spend every moment I had free at the Moss store 

https://t.co/8Mo2AkKGVx",7580,642,2018,29435507,8222,0.03,85
679,https://t.co/keACtfDvtD,6942,846,2018,29435507,7788,0.03,23
680,https://t.co/hUzYzgu45U,11384,1437,2018,29435507,12821,0.04,23
681,the universe is on our side bro,247108,64996,2018,29435507,312104,1.06,31
682,sometimes I have trouble saying no because I want to help everyone,264771,95978,2018,29435507,360749,1.23,66
683,this is new for me but it’s just how I feel now. I don’t know why. I thought my ego protected me from doubters so that I wouldn’t doubt myself but there has to be a better way to do this,36598,5296,2018,29435507,41894,0.14,186
684,Who or what is Kanye West with no ego? Just Ye,80826,11599,2018,29435507,92425,0.31,46
685,I killed my ego,95537,19750,2018,29435507,115287,0.39,15
686,your pride can be and will be used against you,68268,22266,2018,29435507,90534,0.31,46
687,be great without pride,40031,12056,2018,29435507,52087,0.18,22
688,give without pride,30153,7744,2018,29435507,37897,0.13,18
689,😢🙏🙏🙏🙏 https://t.co/0Z5HDZFnx4,37753,4515,2018,29435507,42268,0.14,29
690,Leaders create leaders,156469,46593,2018,29435507,203062,0.69,22
691,Supermoon YEEZY desert rat campaign shot by Eli Linnetz 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,16135,1403,2018,29435507,17538,0.06,74
692,freeeeeeeeeee https://t.co/ioKUaaVy2a,6396,579,2018,29435507,6975,0.02,37
693,I be taking naps,315072,162735,2018,29435507,477807,1.62,16
694,Bloody Dior in Wyoming hoodie https://t.co/RkRAtb0BfL,7236,786,2018,29435507,8022,0.03,53
695,https://t.co/V7ZeBuufOB,10903,2095,2018,29435507,12998,0.04,23
696,your guys writing and approach is so innovative … I love how you guys break the 4th wall… thank you for being innovative and please know I’m down to clear next time,34937,2733,2018,29435507,37670,0.13,164
697,I love both Deadpool movies🔥🔥🔥🔥🔥🔥🔥🔥🔥…  I heard tracks in it that sound similar to mine…  bro I would have cleared my music for Deadpool …,163405,15269,2018,29435507,178674,0.61,137
698,Thank you to everyone who supported our 8th number 1 album  🙌🙌🙌🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥   all love   all great energy    all new soundtracks to the summer    all great vibes     all great frequencies,145630,17913,2018,29435507,163543,0.56,196
699,https://t.co/PsUa8R6g67,9391,887,2018,29435507,10278,0.03,23
700,We’re trying new ideas without the fear of not being perfect…  It’s just a gut feeling sometimes… just making stuff with your friends…,107431,20500,2018,29435507,127931,0.43,134
701,We’re here creating in real time just having fun.     I hear the albums blasting out of the cars when I walk down the street.  Kids come up to me and tell me their favorite songs.   We’re experimenting with new sounds structures and ideas.,60109,7762,2018,29435507,67871,0.23,239
702,Just wanted to say I’m up in the morning working on the Nas album  and I’m so humbled by all the love we’re getting on these albums.   We’re still the kids we used to be.,151328,20017,2018,29435507,171345,0.58,170
703,😂 https://t.co/0cbuZDQSuO,10886,1122,2018,29435507,12008,0.04,25
704,Download the @WAV_Media app https://t.co/HxSvFHiSrY to watch the livestream of the KIDS SEE GHOSTS listening party tonight @ 8pm PST,18326,3501,2018,29435507,21827,0.07,132
705,https://t.co/ssV4UeFpiL,54651,5938,2018,29435507,60589,0.21,23
706,https://t.co/r2idQETRCQ,25313,4691,2018,29435507,30004,0.1,23
707,https://t.co/bYVgnuMASB,9190,925,2018,29435507,10115,0.03,23
708,#1 in 83 countries 🙌🙌🙌  https://t.co/Z8FC9LPL7W,56462,8164,2018,29435507,64626,0.22,47
709,I’ve never been about beef    I’m about love    lines were crossed and it’s not good for anyone    so this is dead now,156752,27503,2018,29435507,184255,0.63,118
710,https://t.co/xYu7lH1rZ7,20897,3140,2018,29435507,24037,0.08,23
711,"Download the @WAV_Media app https://t.co/HxSvFHiSrY  to watch the livestream of my album listening tonight in Jackson Hole, Wyoming 7PM MDT",25445,5819,2018,29435507,31264,0.11,139
712,New  Flacko 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 https://t.co/F3lAEVGX4A,77075,18244,2018,29435507,95319,0.32,53
713,gratitude and happiness best describe what my wife means to me. I’m deeply grateful and purely happy 😊,139119,14250,2018,29435507,153369,0.52,102
714,Daytona is the first project out of Wyoming.  I’m really proud of what we put together.   We’ve spent a year and a half digging for samples and writing. I really appreciate the overwhelmingly positive response that we’ve been receiving.  🙏🙏🙏,64354,8792,2018,29435507,73146,0.25,241
715,before Edward Bernays Americans purchased things based off needs       There was a a time in the 20s when women didn’t smoke in public so Edward Bernays masterminded a campaign to make it culturally acceptable so that companies could sell more cigarettes..it’s that kind of vibe..,16217,2452,2018,29435507,18669,0.06,280
716,the century of self   https://t.co/JVvJby2TFq        It’s 4 hours long but you’ll get the gist in the first 20 minutes      Basically Sigmund Frued’s nephew Edward Bernays capitalized off of his uncle’s philosophies and created modern day consumerism,14694,2332,2018,29435507,17026,0.06,250
717,Google dopamine,26217,4840,2018,29435507,31057,0.11,15
718,there was a time when we completely operated without phones.  We're addicted to our phones.,130641,28304,2018,29435507,158945,0.54,91
719,Look at your phone as tool not an obligation.    Would you walk around with a hammer in your pocket?    You would pick up a hammer when you needed it   you would never be addicted or obligated to it.  Use your phone like a hammer only pick it up when you need it.,226165,56227,2018,29435507,282392,0.96,263
720,sometimes we all need hugs,289878,115163,2018,29435507,405041,1.38,26
721,"🤣🤣🤣
https://t.co/I8lcHB8gxf",16133,1979,2018,29435507,18112,0.06,28
722,for anyone whose tried to text or call me in the past 2 weeks   I got rid of that phone so I could focus on these albums,149545,15928,2018,29435507,165473,0.56,120
723,rules are structure for people who can’t carve their own path successfully,161928,43414,2018,29435507,205342,0.7,74
724,https://t.co/eUnzwhr72z      This is the greatest news      This is my favorite show     I’ve seen every episode at least 5 times each,126380,29689,2018,29435507,156069,0.53,134
725,free thinking is a super power,193760,49343,2018,29435507,243103,0.83,30
726,I’m hyper focused on the now,85233,17342,2018,29435507,102575,0.35,28
727,Childish Gambino - This is America     https://t.co/sknjKSgj8c,68864,12915,2018,29435507,81779,0.28,62
728,😂😂😂🔥🔥🔥 https://t.co/KmvxIwKkU6,40022,6929,2018,29435507,46951,0.16,30
729,we’re starting a Yeezy architecture arm called Yeezy home. We’re looking for architects and industrial designers who want to make the world better,71051,7985,2018,29435507,79036,0.27,146
730,naps are awesome,390349,167677,2018,29435507,558026,1.9,16
731,All music coming out of Yeezy sound has to ride like the new Tesla   Yeezy sound is Tesla radio,68180,7076,2018,29435507,75256,0.26,95
732,take a walk outside.  Fresh air is healing,240153,61214,2018,29435507,301367,1.02,42
733,"In a moment of inspiration, energy and excitement I had posted this sketch and would like to acknowledge the true creator of this amazing work, Tony Spackman.",21961,2000,2018,29435507,23961,0.08,158
734,Today I learned that a newly hired designer on the Yeezy team presented work that was not of their own. This person has immediately been let go from the Yeezy brand.,67520,5776,2018,29435507,73296,0.25,165
735,enjoy the present,115831,34976,2018,29435507,150807,0.51,17
736,if you’re in the way of your own life you’ll end up in the way of other people’s lives too,91932,21765,2018,29435507,113697,0.39,90
737,I can’t wait for electric planes.  Elon please hurry up with the ⚡️ jets😭,56276,5355,2018,29435507,61631,0.21,73
738,I can still feel the love,141479,25292,2018,29435507,166771,0.57,25
739,most fear is learned,112286,26289,2018,29435507,138575,0.47,20
740,"when the media masses and scholars talk about what started today. Here's a title ... 

the overground hell road",26525,3299,2018,29435507,29824,0.1,113
741,in school we need to learn how magic Johnson built his business not always about the past. Matter fact I've never even heard of a high school class that presents future ideas,59368,10790,2018,29435507,70158,0.24,174
742,we are programmed to always talk and fight race issues. We need to update our conversation.,65366,13974,2018,29435507,79340,0.27,91
743,the universe has a plan. I knew that TMZ would be awesome.,26119,2856,2018,29435507,28975,0.1,58
744,we need to have open discussions and ideas on unsettled pain,32819,6395,2018,29435507,39214,0.13,60
745,https://t.co/Br5kIafXtG   Charlamagne interview also on YouTube,29109,6995,2018,29435507,36104,0.12,63
746,https://t.co/V7ZeBuufOB     Charlamagne interview,14901,2847,2018,29435507,17748,0.06,49
747,Making of ye vs the people        https://t.co/1xvft3175J,41116,7344,2018,29435507,48460,0.16,57
748,stop thinking about things for a long time without saying what you think,156998,46295,2018,29435507,203293,0.69,72
749,we're starting WORLD LOVE 1 right now the opposite of a WORLD WAR,75329,14528,2018,29435507,89857,0.31,65
750,Through speech it may be saying simply the word love at the end of a phone call or just saying much love.,15751,1979,2018,29435507,17730,0.06,105
751,"I feel it was heavy handed for me to tell people to tell people ""I love you""  I would ask that we show love how ever we want to show love.  It may be a hug it may be a smile or a head nod.",35569,5340,2018,29435507,40909,0.14,188
752,We are all great artists. I said something ego driven in the Charlamagne interview that I'd like to update. I said I was the greatest artist but we're all great artists.,33849,4048,2018,29435507,37897,0.13,169
753,https://t.co/sIVjyPJslJ,5394,669,2018,29435507,6063,0.02,23
754,love is infinite,94460,29498,2018,29435507,123958,0.42,16
755,Axel Vervoordt the globe,6912,687,2018,29435507,7599,0.03,24
756,"we’re opening up the conversation to the psychologists sociologists and philosophers of the world and we're moving away from infiltrating the youth and using them as a tool to create a cult following based off of a desire to fit in    

people have their own voice",74359,13895,2018,29435507,88254,0.3,266
757,"Yeezy is also food shelter communication education and now a VC 

we've invested in 3 companies since last week",20545,2078,2018,29435507,22623,0.08,113
758,There has never been a Disney or Apple of apparel and now there is. We are hiring the greatest technical and industrial designers in the world to deliver the highest level of product to ALL CLASS,22203,2037,2018,29435507,24240,0.08,195
759,Try to avoid repetition     do meetings in different places and at different times than the normal     break the normal,52353,7558,2018,29435507,59911,0.2,119
760,https://t.co/JAw0pMKGqb,12891,1663,2018,29435507,14554,0.05,23
761,https://t.co/R1BecN4mMf,13392,1431,2018,29435507,14823,0.05,23
762,I'm at Sci-arc and just learned about desalination   Looking at a project by Ashley Morgan Hastings   But I can't tweet the photos 🙈 there's a lot of great projects here,16268,1257,2018,29435507,17525,0.06,169
763,There's a silent majority of people that have been silenced for too long,112205,22397,2018,29435507,134602,0.46,72
764,we're being starved and anyone who starts asking unpopular questions gets demonized. Only free thinkers can change the world,113746,23880,2018,29435507,137626,0.47,124
765,we’re in this so-called information age but we're starving for wisdom,75930,17118,2018,29435507,93048,0.32,69
766,we're dying to be ourselves,62163,16707,2018,29435507,78870,0.27,27
767,Or we’re dying because we've lost our inner child,32990,6239,2018,29435507,39229,0.13,49
768,or at least we're dying to be kids,22049,3685,2018,29435507,25734,0.09,34
769,We’re all kids,42759,9622,2018,29435507,52381,0.18,14
770,What would you do today if you are not afraid of the consequences of failure?,99054,25169,2018,29435507,124223,0.42,77
